"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","contrast"
"GO:0042773","ATP synthesis coupled electron transport","1/9","77/12737",0.0531274145925709,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","1/9","77/12737",0.0531274145925709,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0006690","icosanoid metabolic process","1/9","79/12737",0.0544732535384304,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0007044","cell-substrate junction assembly","1/9","81/12737",0.055817391850837,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0034308","primary alcohol metabolic process","1/9","82/12737",0.0564888238572646,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0033559","unsaturated fatty acid metabolic process","1/9","83/12737",0.0571598314104281,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0001676","long-chain fatty acid metabolic process","1/9","84/12737",0.0578304147451286,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0051224","negative regulation of protein transport","1/9","86/12737",0.0591703096977904,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0006721","terpenoid metabolic process","1/9","87/12737",0.0598396217847972,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0009145","purine nucleoside triphosphate biosynthetic process","1/9","90/12737",0.0618450193004576,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","1/9","90/12737",0.0618450193004576,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0150115","cell-substrate junction organization","1/9","91/12737",0.0625126396710035,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:1904950","negative regulation of establishment of protein localization","1/9","91/12737",0.0625126396710035,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0006637","acyl-CoA metabolic process","1/9","92/12737",0.0631798376974912,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0007259","cell surface receptor signaling pathway via JAK-STAT","1/9","93/12737",0.0638466136137209,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0034440","lipid oxidation","1/9","93/12737",0.0638466136137209,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0022904","respiratory electron transport chain","1/9","94/12737",0.0645129676533819,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0071675","regulation of mononuclear cell migration","1/9","94/12737",0.0645129676533819,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0046822","regulation of nucleocytoplasmic transport","1/9","95/12737",0.0651789000500538,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0009201","ribonucleoside triphosphate biosynthetic process","1/9","96/12737",0.0658444110372034,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0006805","xenobiotic metabolic process","1/9","97/12737",0.0665095008481891,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0048660","regulation of smooth muscle cell proliferation","1/9","97/12737",0.0665095008481891,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0001906","cell killing","1/9","99/12737",0.0678384178745399,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0048659","smooth muscle cell proliferation","1/9","99/12737",0.0678384178745399,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0050852","T cell receptor signaling pathway","1/9","100/12737",0.0685022455560661,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0022900","electron transport chain","1/9","101/12737",0.0691656529937492,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0001952","regulation of cell-matrix adhesion","1/9","102/12737",0.0698286404203917,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0009142","nucleoside triphosphate biosynthetic process","1/9","102/12737",0.0698286404203917,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0097696","cell surface receptor signaling pathway via STAT","1/9","103/12737",0.0704912080686871,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0010565","regulation of ketone metabolic process","1/9","105/12737",0.0718150849604579,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0009132","nucleoside diphosphate metabolic process","1/9","107/12737",0.0731372855283962,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0006119","oxidative phosphorylation","1/9","109/12737",0.0744578116300717,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:2000377","regulation of reactive oxygen species metabolic process","1/9","111/12737",0.0757766651212883,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0006959","humoral immune response","1/9","112/12737",0.0764354652174319,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0031099","regeneration","1/9","115/12737",0.0784093616867524,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0016125","sterol metabolic process","1/9","116/12737",0.0790664933413888,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0034614","cellular response to reactive oxygen species","1/9","116/12737",0.0790664933413888,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0070585","protein localization to mitochondrion","1/9","119/12737",0.0810353900359859,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0120254","olefinic compound metabolic process","1/9","119/12737",0.0810353900359859,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:1900180","regulation of protein localization to nucleus","1/9","119/12737",0.0810353900359859,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0045766","positive regulation of angiogenesis","1/9","122/12737",0.0830005441749974,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0050679","positive regulation of epithelial cell proliferation","1/9","125/12737",0.0849619619846493,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0009152","purine ribonucleotide biosynthetic process","1/9","126/12737",0.0856149387006447,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0032543","mitochondrial translation","1/9","126/12737",0.0856149387006447,1,1,"MARV vs Mock 1 dpi DOWN"
"GO:0050851","antigen receptor-mediated signaling pathway","1/9","126/12737",0.0856149387006447,1,1,"MARV vs Mock 1 dpi DOWN"
