"gene_symbol","log2FoldChange","padj","direction","contrast"
"TRIO",0.463613787748655,0.0154503050478112,"NS","MARV vs Mock 1 dpi"
"NTHL1",-0.838348556693001,0.0155111543737951,"NS","MARV vs Mock 1 dpi"
"TIMM13",-0.716813778328079,0.0155111543737951,"NS","MARV vs Mock 1 dpi"
"TET1",0.834285350196988,0.0156032862292604,"NS","MARV vs Mock 1 dpi"
"GLRX2",-0.597740258629635,0.015922489916192,"NS","MARV vs Mock 1 dpi"
"ZBTB5",0.415711492076277,0.015922489916192,"NS","MARV vs Mock 1 dpi"
"NF1",0.535235342917748,0.015922489916192,"NS","MARV vs Mock 1 dpi"
"ARL16",-0.592802954923191,0.015922489916192,"NS","MARV vs Mock 1 dpi"
"MPV17L2",-0.872734272152348,0.015922489916192,"NS","MARV vs Mock 1 dpi"
"LYAR",-0.619142948256738,0.0161456052683429,"NS","MARV vs Mock 1 dpi"
"CREB3L2",0.55793227543951,0.0163977857853684,"NS","MARV vs Mock 1 dpi"
"MINDY1",0.695029043195702,0.0164235488935763,"NS","MARV vs Mock 1 dpi"
"DNAJC19",-0.618481762841363,0.0164235488935763,"NS","MARV vs Mock 1 dpi"
"PTPN13",0.713922863183202,0.0164235488935763,"NS","MARV vs Mock 1 dpi"
"BTN1A1",-1.31272722161677,0.0164235488935763,"DOWN","MARV vs Mock 1 dpi"
"FABP5",-0.697288087522528,0.0164235488935763,"NS","MARV vs Mock 1 dpi"
"FOXRED1",-0.410651189536881,0.0164235488935763,"NS","MARV vs Mock 1 dpi"
"SORBS1",1.06817520167532,0.0164235488935763,"UP","MARV vs Mock 1 dpi"
"SPRN",-0.84933365660289,0.0164235488935763,"NS","MARV vs Mock 1 dpi"
"HMOX2",-0.682796550591745,0.0164235488935763,"NS","MARV vs Mock 1 dpi"
"ALOX15B",1.86749233219114,0.0164235488935763,"UP","MARV vs Mock 1 dpi"
"NBR1",0.666893104643483,0.0164235488935763,"NS","MARV vs Mock 1 dpi"
"PBX1",0.607486775915227,0.0165780204387542,"NS","MARV vs Mock 1 dpi"
"KIF13B",0.655988848850548,0.0166250688186457,"NS","MARV vs Mock 1 dpi"
"MORC3",0.55761526607545,0.0166250688186457,"NS","MARV vs Mock 1 dpi"
"C1orf174",-0.380290328512062,0.0173284933435722,"NS","MARV vs Mock 1 dpi"
"MRPL33",-0.581749602897729,0.0173284933435722,"NS","MARV vs Mock 1 dpi"
"ILKAP",-0.529572593066579,0.0173284933435722,"NS","MARV vs Mock 1 dpi"
"FRYL",0.668587659117315,0.0173284933435722,"NS","MARV vs Mock 1 dpi"
"STARD4.AS1",1.17225688351935,0.0173284933435722,"UP","MARV vs Mock 1 dpi"
"MRPS11",-0.574538715717156,0.0173284933435722,"NS","MARV vs Mock 1 dpi"
"CTU2",-0.724827244456124,0.0173284933435722,"NS","MARV vs Mock 1 dpi"
"LAMA3",0.755829831716366,0.0173284933435722,"NS","MARV vs Mock 1 dpi"
"YWHAB",-0.402395047584663,0.0173284933435722,"NS","MARV vs Mock 1 dpi"
"B3GNT3",1.08928394568395,0.0173284933435722,"UP","MARV vs Mock 1 dpi"
"TOMM40",-0.668229732195102,0.0173284933435722,"NS","MARV vs Mock 1 dpi"
"AKAP13",0.565600745074603,0.017719914631862,"NS","MARV vs Mock 1 dpi"
"TLE6",1.02219471494563,0.017960010845471,"UP","MARV vs Mock 1 dpi"
"NDUFAF8",-0.729972511340667,0.0180677155213168,"NS","MARV vs Mock 1 dpi"
"PDF",-1.03279790644236,0.0182977678772338,"DOWN","MARV vs Mock 1 dpi"
"TMEM94",0.823702487621913,0.0182977678772338,"NS","MARV vs Mock 1 dpi"
"SLC39A3",-0.870979022321352,0.0182977678772338,"NS","MARV vs Mock 1 dpi"
"PSMG1",-0.69598736852147,0.0182977678772338,"NS","MARV vs Mock 1 dpi"
"SMAP2",0.518203871726461,0.0186308655452114,"NS","MARV vs Mock 1 dpi"
"HK2",1.19852035678637,0.0189379084014967,"UP","MARV vs Mock 1 dpi"
"MPZL2",0.851743171684745,0.0189454926654176,"NS","MARV vs Mock 1 dpi"
