"gene_symbol","log2FoldChange","padj","direction","contrast"
"NUDT1",-0.820973829149549,5.54327260311739e-05,"NS","MARV vs Mock 3 dpi"
"VHL",0.748199625880135,6.81026504791058e-05,"NS","MARV vs Mock 3 dpi"
"RPL26P19",-1.3445270218814,6.84534112760767e-05,"DOWN","MARV vs Mock 3 dpi"
"KIF3A",0.9458310888913,6.84534112760767e-05,"NS","MARV vs Mock 3 dpi"
"RYR2",-5.29708022986583,7.10776284518321e-05,"DOWN","MARV vs Mock 3 dpi"
"ORC3",-0.711537434735644,8.40544626102169e-05,"NS","MARV vs Mock 3 dpi"
"DEFA6",-2.68232063859605,8.58084243221607e-05,"DOWN","MARV vs Mock 3 dpi"
"PPIH",-0.62027387331722,8.85898963574076e-05,"NS","MARV vs Mock 3 dpi"
"HERC5",2.24347499813548,9.45675409190004e-05,"UP","MARV vs Mock 3 dpi"
"DGKB",-7.93823302951264,0.000104011685950309,"DOWN","MARV vs Mock 3 dpi"
"NRBP2",1.54706224601222,0.000108520636156732,"UP","MARV vs Mock 3 dpi"
"IFITM1",2.22149420332223,0.000111616946552342,"UP","MARV vs Mock 3 dpi"
"HELLPAR",-4.53811040925461,0.000115493768728809,"DOWN","MARV vs Mock 3 dpi"
"MT.TC",-1.62774619643827,0.000115493768728809,"DOWN","MARV vs Mock 3 dpi"
"TRIM5",0.997405726103988,0.000116919149591595,"NS","MARV vs Mock 3 dpi"
"GSTO2",-1.55764202414098,0.000116919149591595,"DOWN","MARV vs Mock 3 dpi"
"PSME2P2",-1.69379774740227,0.000116919149591595,"DOWN","MARV vs Mock 3 dpi"
"PTPN23",0.667978099202263,0.000117690772100354,"NS","MARV vs Mock 3 dpi"
"CISD3",-1.0138679463574,0.000119760705453233,"DOWN","MARV vs Mock 3 dpi"
"ATP5MC1",-1.08644884912228,0.000136158527988911,"DOWN","MARV vs Mock 3 dpi"
"TRHDE.AS1",-4.80058090925637,0.000137620644578771,"DOWN","MARV vs Mock 3 dpi"
"CCDC84",1.08264831592369,0.000142789464039287,"UP","MARV vs Mock 3 dpi"
"MT.TL1",-0.812264893492783,0.000145701878371023,"NS","MARV vs Mock 3 dpi"
"ASS1",-2.04297031985323,0.000158333324604772,"DOWN","MARV vs Mock 3 dpi"
"LINC00205",0.998380431176992,0.000164185068981648,"NS","MARV vs Mock 3 dpi"
"BTBD11",-2.87194108834704,0.000165756657979054,"DOWN","MARV vs Mock 3 dpi"
"GOLGA3",1.07691522936736,0.000165756657979054,"UP","MARV vs Mock 3 dpi"
"LENG8",1.05688897700719,0.000165756657979054,"UP","MARV vs Mock 3 dpi"
"CEACAM19",1.0056700640865,0.000167094977009404,"UP","MARV vs Mock 3 dpi"
"RHOQ",1.34302628734216,0.000167880224216054,"UP","MARV vs Mock 3 dpi"
"AC092171.2",0.925838075085952,0.000172903361544223,"NS","MARV vs Mock 3 dpi"
"NPM3",-0.849129746612545,0.000173456861064604,"NS","MARV vs Mock 3 dpi"
"EIF4EBP1",-0.900260244297102,0.000174645628081812,"NS","MARV vs Mock 3 dpi"
"PPIAP31",-3.0407938886031,0.000176591064324788,"DOWN","MARV vs Mock 3 dpi"
"MAPK10",-5.20062180204849,0.00018110082303311,"DOWN","MARV vs Mock 3 dpi"
"PCLAF",-0.948496588379459,0.000181223380198086,"NS","MARV vs Mock 3 dpi"
"CHEK2",-0.799318956191081,0.000203654071035439,"NS","MARV vs Mock 3 dpi"
"CDX1",-1.13319819780981,0.000211043956215244,"DOWN","MARV vs Mock 3 dpi"
"EIF4BP3",-1.22894640989992,0.000211043956215244,"DOWN","MARV vs Mock 3 dpi"
"AL390957.1",-6.15753388758785,0.00021411619678916,"DOWN","MARV vs Mock 3 dpi"
"MGST2",-0.862604075485096,0.000222040311739306,"NS","MARV vs Mock 3 dpi"
"NRXN2",-5.19705672966993,0.000230021332748396,"DOWN","MARV vs Mock 3 dpi"
"RCL1",-1.0117825565831,0.000237900026619178,"DOWN","MARV vs Mock 3 dpi"
"AL450998.1",-1.71462320908914,0.000244581233892393,"DOWN","MARV vs Mock 3 dpi"
"TMEM176A",-1.71205990592567,0.000246558012626973,"DOWN","MARV vs Mock 3 dpi"
"CLCN6",0.898967025357511,0.000246968304193093,"NS","MARV vs Mock 3 dpi"
"TFE3",0.842237097510113,0.000249499704105515,"NS","MARV vs Mock 3 dpi"
"FBN1",-4.92128167927233,0.000249499704105515,"DOWN","MARV vs Mock 3 dpi"
"ANKRD11",0.567014253919082,0.000249499704105515,"NS","MARV vs Mock 3 dpi"
"GCLM",1.06395087734098,0.000253806952737458,"UP","MARV vs Mock 3 dpi"
"GABBR1",1.68587501880254,0.000253875454613051,"UP","MARV vs Mock 3 dpi"
"CHID1",-0.729485663950892,0.000260007342960968,"NS","MARV vs Mock 3 dpi"
"ZNF621",0.924943166363705,0.000265740993859216,"NS","MARV vs Mock 3 dpi"
"RPL14P1",-1.11980919120916,0.00026944371926699,"DOWN","MARV vs Mock 3 dpi"
"RPL13AP25",-1.25763108968671,0.00026944371926699,"DOWN","MARV vs Mock 3 dpi"
"ELMSAN1",0.664975602388575,0.00029785952841042,"NS","MARV vs Mock 3 dpi"
"IRGQ",0.774228682519951,0.00029785952841042,"NS","MARV vs Mock 3 dpi"
"LMTK2",0.65818023891141,0.000302563530168249,"NS","MARV vs Mock 3 dpi"
"NDUFB9",-0.740184240785705,0.000302563530168249,"NS","MARV vs Mock 3 dpi"
"COL14A1",-3.76561314959216,0.000318078930832362,"DOWN","MARV vs Mock 3 dpi"
"FOXK1",0.796020909120451,0.000334717819559066,"NS","MARV vs Mock 3 dpi"
"RBP4",-1.50307026202046,0.000334717819559066,"DOWN","MARV vs Mock 3 dpi"
"LATS2",1.05811300767081,0.000334717819559066,"UP","MARV vs Mock 3 dpi"
"KDM6B",1.11742362186392,0.000334717819559066,"UP","MARV vs Mock 3 dpi"
"CCL25",-2.15268780201595,0.000334717819559066,"DOWN","MARV vs Mock 3 dpi"
"TRIM25",0.964958760762701,0.000336479910214359,"NS","MARV vs Mock 3 dpi"
"KMT2D",1.03702446595233,0.000340575677114719,"UP","MARV vs Mock 3 dpi"
"MYH15",-5.08274106760959,0.000358429107108463,"DOWN","MARV vs Mock 3 dpi"
"ZNF316",0.83550525853113,0.000365091778080178,"NS","MARV vs Mock 3 dpi"
"TMEM238",-1.13988025821823,0.000389149021832981,"DOWN","MARV vs Mock 3 dpi"
"ADAR",0.957724425243795,0.000411097026202567,"NS","MARV vs Mock 3 dpi"
"MON1A",-0.862230765133437,0.000411097026202567,"NS","MARV vs Mock 3 dpi"
"DUS2",-0.598623586109156,0.000421446024186828,"NS","MARV vs Mock 3 dpi"
"ZNF8",0.93813492014462,0.000429704870327992,"NS","MARV vs Mock 3 dpi"
"ALDH1L1",-2.81172730378449,0.000454519913157508,"DOWN","MARV vs Mock 3 dpi"
"CC2D1B",0.774675358105867,0.000478963993264901,"NS","MARV vs Mock 3 dpi"
"RPL22P1",-1.3878455100378,0.000478963993264901,"DOWN","MARV vs Mock 3 dpi"
"ADGRA2",-6.03550814426943,0.000478963993264901,"DOWN","MARV vs Mock 3 dpi"
"AC073335.2",1.44818681284874,0.000481561915472853,"UP","MARV vs Mock 3 dpi"
"CLCF1",1.09775863112724,0.000491099345130425,"UP","MARV vs Mock 3 dpi"
"MAIP1",-0.730726646775885,0.000503802957930341,"NS","MARV vs Mock 3 dpi"
"AL160006.1",0.87207114502656,0.000528479935919752,"NS","MARV vs Mock 3 dpi"
"AC022210.1",-1.44700376480348,0.000528479935919752,"DOWN","MARV vs Mock 3 dpi"
"ALS2",0.610567647493246,0.000528479935919752,"NS","MARV vs Mock 3 dpi"
"POC1A",-0.875743734967783,0.000528479935919752,"NS","MARV vs Mock 3 dpi"
"AL049873.1",-1.8310178771314,0.000528479935919752,"DOWN","MARV vs Mock 3 dpi"
"MREG",0.638491169324012,0.00052978901477542,"NS","MARV vs Mock 3 dpi"
"PALLD",1.32791800385571,0.00052978901477542,"UP","MARV vs Mock 3 dpi"
"THEM6",-0.858947073700596,0.00052978901477542,"NS","MARV vs Mock 3 dpi"
"PLEC",1.21800066960491,0.000535266569592191,"UP","MARV vs Mock 3 dpi"
"GABRA4",-5.25010481035672,0.000540515868872295,"DOWN","MARV vs Mock 3 dpi"
"KRTCAP3",-1.21124591004469,0.000542574284400554,"DOWN","MARV vs Mock 3 dpi"
"NAT8L",0.788105400851006,0.000542574284400554,"NS","MARV vs Mock 3 dpi"
"FLNA",1.66684359800252,0.000542574284400554,"UP","MARV vs Mock 3 dpi"
"IRF7",2.11682065275619,0.000542574284400554,"UP","MARV vs Mock 3 dpi"
"SRRM2",0.99449752522413,0.000542574284400554,"NS","MARV vs Mock 3 dpi"
"ATP5MPL",-0.79180477443871,0.000547671923506518,"NS","MARV vs Mock 3 dpi"
"FCHO1",-3.31947297272139,0.000571170003485206,"DOWN","MARV vs Mock 3 dpi"
"RPS27AP16",-1.25517896036093,0.00057143623485359,"DOWN","MARV vs Mock 3 dpi"
"OPCML",-3.49982520108116,0.00057346569824965,"DOWN","MARV vs Mock 3 dpi"
"SOWAHA",-2.35562458567939,0.000590416432823817,"DOWN","MARV vs Mock 3 dpi"
"AL591485.1",-3.94507046887132,0.000590416432823817,"DOWN","MARV vs Mock 3 dpi"
"RIDA",-0.724641096864828,0.000590416432823817,"NS","MARV vs Mock 3 dpi"
"AIFM2",0.605368268581408,0.000590416432823817,"NS","MARV vs Mock 3 dpi"
"ZFP30",0.838994880043636,0.000614923770276805,"NS","MARV vs Mock 3 dpi"
"CTNNA2",-3.244588805185,0.000620933434014429,"DOWN","MARV vs Mock 3 dpi"
"STAMBPL1",-0.842016193609179,0.000620933434014429,"NS","MARV vs Mock 3 dpi"
"SLCO3A1",-3.80300958776303,0.000620933434014429,"DOWN","MARV vs Mock 3 dpi"
"GGCT",-0.569029484745596,0.000621815304304218,"NS","MARV vs Mock 3 dpi"
"CHPF2",0.826054338446417,0.000634716951401062,"NS","MARV vs Mock 3 dpi"
"ARMCX2",1.37702581914648,0.000674664580218988,"UP","MARV vs Mock 3 dpi"
"EYS",-4.05394480186735,0.000677392447318588,"DOWN","MARV vs Mock 3 dpi"
"AL732372.2",1.73740080733196,0.00069494739759285,"UP","MARV vs Mock 3 dpi"
"SP6",-1.22877737781108,0.00069494739759285,"DOWN","MARV vs Mock 3 dpi"
"ZNF426",0.578316612466541,0.000732843282438666,"NS","MARV vs Mock 3 dpi"
"POLR3K",-0.888141594874622,0.000735937661553944,"NS","MARV vs Mock 3 dpi"
"ZNF841",1.15821410646177,0.000749498581169737,"UP","MARV vs Mock 3 dpi"
"SLC38A3",-5.220514083789,0.000754063919046685,"DOWN","MARV vs Mock 3 dpi"
"C1orf131",-0.490459909974939,0.000754974939212154,"NS","MARV vs Mock 3 dpi"
"RPS3AP5",-1.87612534448254,0.000756086143602801,"DOWN","MARV vs Mock 3 dpi"
"NPM1P27",-0.880404861214522,0.000757408633515353,"NS","MARV vs Mock 3 dpi"
"GALNT16",-4.16765921947127,0.000764547022850264,"DOWN","MARV vs Mock 3 dpi"
"TLN1",0.749951874814775,0.000766120613422528,"NS","MARV vs Mock 3 dpi"
"RPL22L1",-1.1052422366888,0.000768804036644936,"DOWN","MARV vs Mock 3 dpi"
"PLEKHG2",0.984937383455985,0.000768804036644936,"NS","MARV vs Mock 3 dpi"
"DOT1L",0.647059948135498,0.000782123440605649,"NS","MARV vs Mock 3 dpi"
"CCNE1",-1.00822261745677,0.000790199160171831,"DOWN","MARV vs Mock 3 dpi"
"AQP8",-3.84696965931559,0.000831990855236898,"DOWN","MARV vs Mock 3 dpi"
"DRC7",-3.69286384602123,0.000839328346999476,"DOWN","MARV vs Mock 3 dpi"
"HMGN2P5",-1.50415481983752,0.000845051567978717,"DOWN","MARV vs Mock 3 dpi"
"ACSM3",-1.10740781219521,0.000849822578939226,"DOWN","MARV vs Mock 3 dpi"
"LINC00691",-6.34619634923775,0.000853724127987575,"DOWN","MARV vs Mock 3 dpi"
"CENPW",-0.704705396000607,0.000860361002512289,"NS","MARV vs Mock 3 dpi"
"MGEA5",0.819830991578319,0.00087881423696018,"NS","MARV vs Mock 3 dpi"
"MRPL16",-0.736327996827078,0.000903522077587432,"NS","MARV vs Mock 3 dpi"
"PPIAP29",-1.49914980110234,0.00093047598339475,"DOWN","MARV vs Mock 3 dpi"
"CPVL",-1.73473071870368,0.00093047598339475,"DOWN","MARV vs Mock 3 dpi"
"ATP5MC2",-0.827034607038495,0.00093047598339475,"NS","MARV vs Mock 3 dpi"
"SFXN4",-0.656244693214414,0.000943693948219043,"NS","MARV vs Mock 3 dpi"
"DDX60",2.48677029358435,0.000950012497893416,"UP","MARV vs Mock 3 dpi"
"ZNF708",0.721700780662815,0.000954191742157964,"NS","MARV vs Mock 3 dpi"
"MAFG",1.02591279734757,0.000976898564529582,"UP","MARV vs Mock 3 dpi"
"VWA5B1",-4.36370277576447,0.000978237056447186,"DOWN","MARV vs Mock 3 dpi"
"MLN",-3.1683422031408,0.000984936620660846,"DOWN","MARV vs Mock 3 dpi"
"IFIT5",1.17090119707759,0.000984936620660846,"UP","MARV vs Mock 3 dpi"
"MRPS23",-0.664344128328738,0.000984936620660846,"NS","MARV vs Mock 3 dpi"
"SOX2.OT",-7.18080024443805,0.00101313634633807,"DOWN","MARV vs Mock 3 dpi"
"AKR1C2",1.67950086817299,0.00101313634633807,"UP","MARV vs Mock 3 dpi"
"IFITM3",3.94486631092431,0.00102811177183051,"UP","MARV vs Mock 3 dpi"
"LSM5",-0.765271362695779,0.00103593082410704,"NS","MARV vs Mock 3 dpi"
"FLT4",-5.04742973188477,0.00104244664118641,"DOWN","MARV vs Mock 3 dpi"
"OTOGL",-4.23883179904246,0.00110407241193528,"DOWN","MARV vs Mock 3 dpi"
"TRPM3",-4.77691133768712,0.0011250341759365,"DOWN","MARV vs Mock 3 dpi"
"DRAIC",-4.85705860438057,0.0011250341759365,"DOWN","MARV vs Mock 3 dpi"
"BMPR2",0.518476109751226,0.00113710120082518,"NS","MARV vs Mock 3 dpi"
"PHTF1",0.7549402444055,0.00114151167431613,"NS","MARV vs Mock 3 dpi"
"AC073861.1",-1.20054884367726,0.00114151167431613,"DOWN","MARV vs Mock 3 dpi"
"PNISR",0.49555057772306,0.00114151167431613,"NS","MARV vs Mock 3 dpi"
"GSR",0.830140435746404,0.00114151167431613,"NS","MARV vs Mock 3 dpi"
"SPINK4",-2.55347160272749,0.00114151167431613,"DOWN","MARV vs Mock 3 dpi"
"PPIF",-0.675442093890285,0.00114151167431613,"NS","MARV vs Mock 3 dpi"
"HGD",1.13145664812032,0.00115924404917224,"UP","MARV vs Mock 3 dpi"
"ENPP2",-4.13397509173431,0.00115924404917224,"DOWN","MARV vs Mock 3 dpi"
"A2ML1",-4.32049694690964,0.00115924404917224,"DOWN","MARV vs Mock 3 dpi"
"TMEM198B",1.22861303577743,0.00115924404917224,"UP","MARV vs Mock 3 dpi"
"NAV3",-4.6256624552614,0.00115924404917224,"DOWN","MARV vs Mock 3 dpi"
"GEMIN2",-0.594772865536036,0.00115924404917224,"NS","MARV vs Mock 3 dpi"
"HP",-5.9547627239957,0.00115924404917224,"DOWN","MARV vs Mock 3 dpi"
"SPN",-4.57913464978827,0.00118934954015265,"DOWN","MARV vs Mock 3 dpi"
"AC131235.1",-1.47668084295721,0.00119261352769595,"DOWN","MARV vs Mock 3 dpi"
"RAI1",0.554145647875971,0.00119658746893855,"NS","MARV vs Mock 3 dpi"
"SEMA6D",-4.03732294862026,0.00119873635120139,"DOWN","MARV vs Mock 3 dpi"
"PLAGL1",0.829727381322382,0.00120320009216453,"NS","MARV vs Mock 3 dpi"
"NDUFAF4",-0.772328298783552,0.0012067919005041,"NS","MARV vs Mock 3 dpi"
"RPL10AP6",-1.29199328605877,0.00123807576073104,"DOWN","MARV vs Mock 3 dpi"
"ZNF229",0.74934141328143,0.00123807576073104,"NS","MARV vs Mock 3 dpi"
"GSDMD",-1.20964940650644,0.00125735819002667,"DOWN","MARV vs Mock 3 dpi"
"RPL6P27",-0.876535169180833,0.00129333679726223,"NS","MARV vs Mock 3 dpi"
"RNASEH2B",-0.951156023005462,0.00132245754339799,"NS","MARV vs Mock 3 dpi"
"PHGR1",-1.16699863964089,0.00132245754339799,"DOWN","MARV vs Mock 3 dpi"
"DGAT2",-1.46834502998695,0.00132639162673085,"DOWN","MARV vs Mock 3 dpi"
"ALS2CR12",-5.23931591151871,0.00132916779907417,"DOWN","MARV vs Mock 3 dpi"
"KCNMA1",-2.96354606831415,0.00134651274687358,"DOWN","MARV vs Mock 3 dpi"
"MFSD4B",0.874246132495813,0.00136063542923629,"NS","MARV vs Mock 3 dpi"
"SDHAF3",-0.78817723617266,0.00141269790647878,"NS","MARV vs Mock 3 dpi"
"DCAF16",0.608259629737584,0.00148816970168255,"NS","MARV vs Mock 3 dpi"
"SLC7A11",1.66140590076521,0.00150600360587775,"UP","MARV vs Mock 3 dpi"
"PLEKHA8",0.703199076468112,0.00151645458983823,"NS","MARV vs Mock 3 dpi"
"NEK11",-1.06767559357502,0.00151914776018472,"DOWN","MARV vs Mock 3 dpi"
"GFRA1",-4.33816479279676,0.00153770764053649,"DOWN","MARV vs Mock 3 dpi"
"UQCRC2",-0.590398105500738,0.00156221649295116,"NS","MARV vs Mock 3 dpi"
"CCNH",-0.562823692466912,0.00157091000318526,"NS","MARV vs Mock 3 dpi"
"EID3",2.69786790514436,0.00157091000318526,"UP","MARV vs Mock 3 dpi"
"SLC25A29",1.31627164992061,0.00161569253674604,"UP","MARV vs Mock 3 dpi"
"MRPL2",-0.792564900657344,0.0016246866866288,"NS","MARV vs Mock 3 dpi"
"AC005912.1",-1.23661869414688,0.00162657014866009,"DOWN","MARV vs Mock 3 dpi"
"SNRPGP10",-1.34914985706363,0.00163386810006059,"DOWN","MARV vs Mock 3 dpi"
"HOOK3",1.18537220065368,0.00164127221565702,"UP","MARV vs Mock 3 dpi"
"AC024940.2",-5.20606852618098,0.00164603773858451,"DOWN","MARV vs Mock 3 dpi"
"SLC25A5",-0.621674424715476,0.00165139889932302,"NS","MARV vs Mock 3 dpi"
"C14orf39",-4.56894671635571,0.00167029669415417,"DOWN","MARV vs Mock 3 dpi"
"ST18",-3.73944080836502,0.00170173585036911,"DOWN","MARV vs Mock 3 dpi"
"SMIM37",-1.3156730598903,0.00174253649546526,"DOWN","MARV vs Mock 3 dpi"
"AC034236.1",-1.46278063191413,0.00175084077636229,"DOWN","MARV vs Mock 3 dpi"
"FAM107B",0.680797791596694,0.00175084077636229,"NS","MARV vs Mock 3 dpi"
"WARS",0.887461582527821,0.00177872724717169,"NS","MARV vs Mock 3 dpi"
"FAH",-0.884898042338779,0.00179915403901711,"NS","MARV vs Mock 3 dpi"
"EIF4G3",0.554755380182859,0.00181500506402069,"NS","MARV vs Mock 3 dpi"
"PRR12",0.738022088656919,0.00181500506402069,"NS","MARV vs Mock 3 dpi"
"WNT4",-2.88409317928178,0.00181838207133101,"DOWN","MARV vs Mock 3 dpi"
"GCLC",0.899427778479922,0.00181838207133101,"NS","MARV vs Mock 3 dpi"
"TDRD7",0.676409408475735,0.00182539455959273,"NS","MARV vs Mock 3 dpi"
"DYNC1H1",0.87147366322646,0.00182539455959273,"NS","MARV vs Mock 3 dpi"
"LRP12",0.851277332868556,0.00183856247225469,"NS","MARV vs Mock 3 dpi"
"RPL7P9",-0.959779335729387,0.00185655151623896,"NS","MARV vs Mock 3 dpi"
"ABI3BP",-4.20296930747972,0.0018659353322433,"DOWN","MARV vs Mock 3 dpi"
"DLEU1",-1.23777677470253,0.0018659353322433,"DOWN","MARV vs Mock 3 dpi"
"ZNF814",0.780453316497867,0.0018659353322433,"NS","MARV vs Mock 3 dpi"
"LRP1B",-4.47230280195916,0.00189919916539534,"DOWN","MARV vs Mock 3 dpi"
