"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","contrast"
"GO:0051607","defense response to virus","29/160","231/12737",4.26072782840211e-21,2.21813490746614e-17,2.21813490746614e-17,"MARV vs Mock 3 dpi UP"
"GO:0009615","response to virus","30/160","304/12737",8.93029327926933e-19,2.32455534059381e-15,2.32455534059381e-15,"MARV vs Mock 3 dpi UP"
"GO:0045071","negative regulation of viral genome replication","14/160","38/12737",1.02028523775228e-17,1.60946212123763e-14,1.60946212123763e-14,"MARV vs Mock 3 dpi UP"
"GO:0048525","negative regulation of viral process","16/160","59/12737",1.23662091528055e-17,1.60946212123763e-14,1.60946212123763e-14,"MARV vs Mock 3 dpi UP"
"GO:0140888","interferon-mediated signaling pathway","16/160","76/12737",1.01715024490358e-15,1.05905683499361e-12,1.05905683499361e-12,"MARV vs Mock 3 dpi UP"
"GO:0060337","type I interferon-mediated signaling pathway","14/160","59/12737",1.11900254956801e-14,9.70921212175176e-12,9.70921212175176e-12,"MARV vs Mock 3 dpi UP"
"GO:0045069","regulation of viral genome replication","14/160","64/12737",3.81551065307064e-14,2.83764977998368e-11,2.83764977998368e-11,"MARV vs Mock 3 dpi UP"
"GO:0034340","response to type I interferon","16/160","99/12737",8.29418779396846e-14,5.39744270692498e-11,5.39744270692498e-11,"MARV vs Mock 3 dpi UP"
"GO:0071357","cellular response to type I interferon","15/160","95/12737",7.32034964644226e-13,4.23441558437538e-10,4.23441558437538e-10,"MARV vs Mock 3 dpi UP"
"GO:0050792","regulation of viral process","16/160","116/12737",1.06203223776119e-12,5.52893982978474e-10,5.52893982978474e-10,"MARV vs Mock 3 dpi UP"
"GO:0019079","viral genome replication","14/160","89/12737",4.64741057182938e-12,2.1994926760858e-09,2.1994926760858e-09,"MARV vs Mock 3 dpi UP"
"GO:1903900","regulation of viral life cycle","14/160","93/12737",8.64970158664443e-12,3.75252887167258e-09,3.75252887167258e-09,"MARV vs Mock 3 dpi UP"
"GO:0002831","regulation of response to biotic stimulus","26/160","422/12737",1.5429968694849e-11,6.17910900195261e-09,6.17910900195261e-09,"MARV vs Mock 3 dpi UP"
"GO:0016032","viral process","21/160","320/12737",5.33581752447405e-10,1.98416185945799e-07,1.98416185945799e-07,"MARV vs Mock 3 dpi UP"
"GO:0019221","cytokine-mediated signaling pathway","21/160","343/12737",1.87826492913666e-09,6.51883148072363e-07,6.51883148072363e-07,"MARV vs Mock 3 dpi UP"
"GO:0140374","antiviral innate immune response","10/160","63/12737",5.32303526261494e-09,1.73198259857333e-06,1.73198259857333e-06,"MARV vs Mock 3 dpi UP"
"GO:0060338","regulation of type I interferon-mediated signaling pathway","8/160","36/12737",1.16784659963177e-08,3.57635846922529e-06,3.57635846922528e-06,"MARV vs Mock 3 dpi UP"
"GO:0045088","regulation of innate immune response","20/160","349/12737",1.4485231130281e-08,4.18945073690239e-06,4.18945073690239e-06,"MARV vs Mock 3 dpi UP"
"GO:0060339","negative regulation of type I interferon-mediated signaling pathway","6/160","19/12737",8.47872596814557e-08,2.32317091527189e-05,2.32317091527189e-05,"MARV vs Mock 3 dpi UP"
"GO:0032481","positive regulation of type I interferon production","9/160","69/12737",1.85014198354962e-07,4.81591958317967e-05,4.81591958317967e-05,"MARV vs Mock 3 dpi UP"
"GO:0060759","regulation of response to cytokine stimulus","12/160","143/12737",2.34796541359662e-07,5.82071806818285e-05,5.82071806818285e-05,"MARV vs Mock 3 dpi UP"
"GO:0032728","positive regulation of interferon-beta production","7/160","37/12737",3.24642660403235e-07,7.68222586390564e-05,7.68222586390564e-05,"MARV vs Mock 3 dpi UP"
"GO:0019058","viral life cycle","15/160","241/12737",3.61699785114737e-07,8.186996005684e-05,8.186996005684e-05,"MARV vs Mock 3 dpi UP"
"GO:0001959","regulation of cytokine-mediated signaling pathway","11/160","135/12737",1.02050790332506e-06,0.00022113875049327,0.00022113875049327,"MARV vs Mock 3 dpi UP"
"GO:0050778","positive regulation of immune response","21/160","497/12737",1.06194175227271e-06,0.00022113875049327,0.00022113875049327,"MARV vs Mock 3 dpi UP"
"GO:0031349","positive regulation of defense response","18/160","380/12737",1.33357214973794e-06,0.000267022177366759,0.000267022177366759,"MARV vs Mock 3 dpi UP"
"GO:0001960","negative regulation of cytokine-mediated signaling pathway","8/160","69/12737",2.27158939019184e-06,0.000437996087605138,0.000437996087605138,"MARV vs Mock 3 dpi UP"
"GO:0060761","negative regulation of response to cytokine stimulus","8/160","72/12737",3.1496748424404e-06,0.000546671437120215,0.000546671437120215,"MARV vs Mock 3 dpi UP"
"GO:0032608","interferon-beta production","7/160","51/12737",3.15023878478803e-06,0.000546671437120215,0.000546671437120215,"MARV vs Mock 3 dpi UP"
"GO:0032648","regulation of interferon-beta production","7/160","51/12737",3.15023878478803e-06,0.000546671437120215,0.000546671437120215,"MARV vs Mock 3 dpi UP"
"GO:0045089","positive regulation of innate immune response","15/160","288/12737",3.39216155148298e-06,0.000569664291516786,0.000569664291516786,"MARV vs Mock 3 dpi UP"
"GO:0039530","MDA-5 signaling pathway","4/160","10/12737",4.74882011232837e-06,0.000772573672024422,0.000772573672024422,"MARV vs Mock 3 dpi UP"
"GO:0032103","positive regulation of response to external stimulus","19/160","468/12737",6.43532781795179e-06,0.00101522171576536,0.00101522171576536,"MARV vs Mock 3 dpi UP"
"GO:0002833","positive regulation of response to biotic stimulus","15/160","306/12737",7.08812480762217e-06,0.00108531699260238,0.00108531699260238,"MARV vs Mock 3 dpi UP"
"GO:0071360","cellular response to exogenous dsRNA","4/160","11/12737",7.38944349080488e-06,0.00109912693751801,0.00109912693751801,"MARV vs Mock 3 dpi UP"
"GO:0035456","response to interferon-beta","5/160","23/12737",8.23417718954073e-06,0.00119075351246525,0.00119075351246525,"MARV vs Mock 3 dpi UP"
"GO:0032479","regulation of type I interferon production","9/160","112/12737",1.13257054436459e-05,0.00155162164577949,0.00155162164577949,"MARV vs Mock 3 dpi UP"
"GO:0032606","type I interferon production","9/160","112/12737",1.13257054436459e-05,0.00155162164577949,0.00155162164577949,"MARV vs Mock 3 dpi UP"
"GO:0002230","positive regulation of defense response to virus by host","5/160","25/12737",1.27399921178216e-05,0.0017006256144969,0.0017006256144969,"MARV vs Mock 3 dpi UP"
"GO:0071359","cellular response to dsRNA","4/160","13/12737",1.56989689435027e-05,0.00204322080799688,0.00204322080799688,"MARV vs Mock 3 dpi UP"
"GO:0050688","regulation of defense response to virus","6/160","47/12737",2.50924803318007e-05,0.00318613299042328,0.00318613299042328,"MARV vs Mock 3 dpi UP"
"GO:0045824","negative regulation of innate immune response","7/160","70/12737",2.67137226443243e-05,0.00331122952586554,0.00331122952586554,"MARV vs Mock 3 dpi UP"
"GO:0009611","response to wounding","16/160","387/12737",2.90357183758568e-05,0.00351534767127234,0.00351534767127234,"MARV vs Mock 3 dpi UP"
"GO:0035455","response to interferon-alpha","4/160","16/12737",3.88015329062676e-05,0.00459092682522794,0.00459092682522794,"MARV vs Mock 3 dpi UP"
"GO:0050691","regulation of defense response to virus by host","5/160","33/12737",5.24760297387184e-05,0.00604359468175426,0.00604359468175426,"MARV vs Mock 3 dpi UP"
"GO:0042742","defense response to bacterium","9/160","136/12737",5.34009518556849e-05,0.00604359468175426,0.00604359468175426,"MARV vs Mock 3 dpi UP"
"GO:0043330","response to exogenous dsRNA","4/160","18/12737",6.39707661971999e-05,0.00708578316643878,0.00708578316643879,"MARV vs Mock 3 dpi UP"
"GO:0032727","positive regulation of interferon-alpha production","4/160","19/12737",8.02393737749377e-05,0.0082426299929737,0.0082426299929737,"MARV vs Mock 3 dpi UP"
"GO:0030855","epithelial cell differentiation","15/160","377/12737",8.04017154522377e-05,0.0082426299929737,0.0082426299929737,"MARV vs Mock 3 dpi UP"
"GO:0034341","response to type II interferon","7/160","83/12737",8.072728693767e-05,0.0082426299929737,0.0082426299929737,"MARV vs Mock 3 dpi UP"
"GO:0001819","positive regulation of cytokine production","14/160","334/12737",8.07480079987819e-05,0.0082426299929737,0.0082426299929737,"MARV vs Mock 3 dpi UP"
"GO:0043331","response to dsRNA","4/160","21/12737",0.00012149540508916,0.0121635592095032,0.0121635592095032,"MARV vs Mock 3 dpi UP"
"GO:0007009","plasma membrane organization","8/160","119/12737",0.000125398730993069,0.0123174678028287,0.0123174678028287,"MARV vs Mock 3 dpi UP"
"GO:0043122","regulation of canonical NF-kappaB signal transduction","12/160","268/12737",0.00014329075786973,0.0134303597563695,0.0134303597563695,"MARV vs Mock 3 dpi UP"
"GO:0032607","interferon-alpha production","4/160","22/12737",0.000147047734558791,0.0134303597563695,0.0134303597563695,"MARV vs Mock 3 dpi UP"
"GO:0032647","regulation of interferon-alpha production","4/160","22/12737",0.000147047734558791,0.0134303597563695,0.0134303597563695,"MARV vs Mock 3 dpi UP"
"GO:0060333","type II interferon-mediated signaling pathway","4/160","22/12737",0.000147047734558791,0.0134303597563695,0.0134303597563695,"MARV vs Mock 3 dpi UP"
"GO:0002253","activation of immune response","15/160","400/12737",0.000154929490332913,0.0139062573564335,0.0139062573564335,"MARV vs Mock 3 dpi UP"
"GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","9/160","157/12737",0.000161292613023585,0.0142320227695048,0.0142320227695048,"MARV vs Mock 3 dpi UP"
"GO:0007259","cell surface receptor signaling pathway via JAK-STAT","7/160","93/12737",0.000165881367293687,0.0143929733021822,0.0143929733021822,"MARV vs Mock 3 dpi UP"
"GO:0002757","immune response-activating signaling pathway","14/160","361/12737",0.000182864017396699,0.0156063946650363,0.0156063946650363,"MARV vs Mock 3 dpi UP"
"GO:0002832","negative regulation of response to biotic stimulus","7/160","96/12737",0.000202252186138,0.016982659371523,0.016982659371523,"MARV vs Mock 3 dpi UP"
"GO:0007249","canonical NF-kappaB signal transduction","12/160","280/12737",0.000215314824621985,0.0177925234441596,0.0177925234441596,"MARV vs Mock 3 dpi UP"
"GO:0009952","anterior/posterior pattern specification","6/160","69/12737",0.000223168312702604,0.0181533474364025,0.0181533474364025,"MARV vs Mock 3 dpi UP"
"GO:0009617","response to bacterium","13/160","326/12737",0.00023838173437953,0.0190925432181513,0.0190925432181513,"MARV vs Mock 3 dpi UP"
"GO:0002764","immune response-regulating signaling pathway","14/160","375/12737",0.0002703636922491,0.0213259603310426,0.0213259603310426,"MARV vs Mock 3 dpi UP"
"GO:0002218","activation of innate immune response","11/160","246/12737",0.000275439000864714,0.0214020214701747,0.0214020214701747,"MARV vs Mock 3 dpi UP"
"GO:0006869","lipid transport","13/160","333/12737",0.000292857415350738,0.0224208191811168,0.0224208191811168,"MARV vs Mock 3 dpi UP"
"GO:0072075","metanephric mesenchyme development","3/160","11/12737",0.000298089279909551,0.0224906201624511,0.0224906201624511,"MARV vs Mock 3 dpi UP"
"GO:0097696","cell surface receptor signaling pathway via STAT","7/160","103/12737",0.000312474113258374,0.0232391461946157,0.0232391461946157,"MARV vs Mock 3 dpi UP"
"GO:0060760","positive regulation of response to cytokine stimulus","5/160","48/12737",0.000325317599705039,0.0238535693530202,0.0238535693530202,"MARV vs Mock 3 dpi UP"
"GO:0050777","negative regulation of immune response","8/160","140/12737",0.000382412859454292,0.0276505742544312,0.0276505742544312,"MARV vs Mock 3 dpi UP"
"GO:0072074","kidney mesenchyme development","3/160","12/12737",0.000393793775795852,0.0280834300930576,0.0280834300930576,"MARV vs Mock 3 dpi UP"
"GO:0008285","negative regulation of cell population proliferation","15/160","438/12737",0.000410173522862687,0.0288562616219345,0.0288562616219345,"MARV vs Mock 3 dpi UP"
"GO:0010876","lipid localization","13/160","346/12737",0.000422551007697166,0.0293306739476193,0.0293306739476193,"MARV vs Mock 3 dpi UP"
"GO:0071346","cellular response to type II interferon","5/160","51/12737",0.000432989204804488,0.0296597605291074,0.0296597605291074,"MARV vs Mock 3 dpi UP"
"GO:0051900","regulation of mitochondrial depolarization","3/160","13/12737",0.000507222217851557,0.0342934917679897,0.0342934917679897,"MARV vs Mock 3 dpi UP"
"GO:0002683","negative regulation of immune system process","13/160","354/12737",0.000524474386832544,0.0350053033057721,0.0350053033057721,"MARV vs Mock 3 dpi UP"
"GO:0002221","pattern recognition receptor signaling pathway","10/160","225/12737",0.000548161114291599,0.0361231235569881,0.0361231235569881,"MARV vs Mock 3 dpi UP"
"GO:0032760","positive regulation of tumor necrosis factor production","6/160","82/12737",0.000570168136033991,0.037103691452412,0.037103691452412,"MARV vs Mock 3 dpi UP"
"GO:0042060","wound healing","12/160","314/12737",0.000606402236702156,0.0389744449910052,0.0389744449910052,"MARV vs Mock 3 dpi UP"
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","6/160","84/12737",0.000648395493652323,0.0407883424655664,0.0407883424655664,"MARV vs Mock 3 dpi UP"
"GO:0002758","innate immune response-activating signaling pathway","10/160","230/12737",0.000650294357403382,0.0407883424655664,0.0407883424655664,"MARV vs Mock 3 dpi UP"
"GO:0043123","positive regulation of canonical NF-kappaB signal transduction","9/160","191/12737",0.000684122434277868,0.0423993022958403,0.0423993022958403,"MARV vs Mock 3 dpi UP"
"GO:0032602","chemokine production","5/160","58/12737",0.000787083348697393,0.0463379587583054,0.0463379587583054,"MARV vs Mock 3 dpi UP"
"GO:0032642","regulation of chemokine production","5/160","58/12737",0.000787083348697393,0.0463379587583054,0.0463379587583054,"MARV vs Mock 3 dpi UP"
"GO:0010464","regulation of mesenchymal cell proliferation","3/160","15/12737",0.000792177934976793,0.0463379587583054,0.0463379587583054,"MARV vs Mock 3 dpi UP"
"GO:0071605","monocyte chemotactic protein-1 production","3/160","15/12737",0.000792177934976793,0.0463379587583054,0.0463379587583054,"MARV vs Mock 3 dpi UP"
"GO:0071637","regulation of monocyte chemotactic protein-1 production","3/160","15/12737",0.000792177934976793,0.0463379587583054,0.0463379587583054,"MARV vs Mock 3 dpi UP"
"GO:0051882","mitochondrial depolarization","3/160","16/12737",0.000966034027762301,0.0558797016503393,0.0558797016503393,"MARV vs Mock 3 dpi UP"
"GO:0098930","axonal transport","5/160","62/12737",0.00106770191049328,0.0610819356706376,0.0610819356706376,"MARV vs Mock 3 dpi UP"
"GO:0046661","male sex differentiation","5/160","63/12737",0.00114814435354142,0.0636926415333218,0.0636926415333218,"MARV vs Mock 3 dpi UP"
"GO:0032682","negative regulation of chemokine production","3/160","17/12737",0.00116227448053507,0.0636926415333218,0.0636926415333218,"MARV vs Mock 3 dpi UP"
"GO:0046597","host-mediated suppression of symbiont invasion","3/160","17/12737",0.00116227448053507,0.0636926415333218,0.0636926415333218,"MARV vs Mock 3 dpi UP"
"GO:0071425","hematopoietic stem cell proliferation","3/160","17/12737",0.00116227448053507,0.0636926415333218,0.0636926415333218,"MARV vs Mock 3 dpi UP"
"GO:0043524","negative regulation of neuron apoptotic process","6/160","95/12737",0.00123820612736657,0.0671468864486496,0.0671468864486496,"MARV vs Mock 3 dpi UP"
"GO:1902414","protein localization to cell junction","6/160","96/12737",0.00130726972344848,0.0701613008275543,0.0701613008275543,"MARV vs Mock 3 dpi UP"
"GO:0008344","adult locomotory behavior","3/160","18/12737",0.00138193522340264,0.0719435477303417,0.0719435477303417,"MARV vs Mock 3 dpi UP"
"GO:0098840","protein transport along microtubule","3/160","18/12737",0.00138193522340264,0.0719435477303417,0.0719435477303417,"MARV vs Mock 3 dpi UP"
"GO:0099118","microtubule-based protein transport","3/160","18/12737",0.00138193522340264,0.0719435477303417,0.0719435477303417,"MARV vs Mock 3 dpi UP"
"GO:0009798","axis specification","4/160","39/12737",0.00140071484918285,0.0721992228202565,0.0721992228202565,"MARV vs Mock 3 dpi UP"
"GO:0009948","anterior/posterior axis specification","3/160","19/12737",0.00162600319520784,0.0829899277867844,0.0829899277867844,"MARV vs Mock 3 dpi UP"
"GO:0035418","protein localization to synapse","5/160","70/12737",0.00184279442907467,0.0931416291044928,0.0931416291044928,"MARV vs Mock 3 dpi UP"
"GO:0001961","positive regulation of cytokine-mediated signaling pathway","4/160","43/12737",0.00202151766934222,0.0992832168546756,0.0992832168546756,"MARV vs Mock 3 dpi UP"
"GO:0032722","positive regulation of chemokine production","4/160","43/12737",0.00202151766934222,0.0992832168546756,0.0992832168546756,"MARV vs Mock 3 dpi UP"
"GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction","4/160","43/12737",0.00202151766934222,0.0992832168546756,0.0992832168546756,"MARV vs Mock 3 dpi UP"
"GO:0010463","mesenchymal cell proliferation","3/160","21/12737",0.00219107133843836,0.106604835401029,0.106604835401029,"MARV vs Mock 3 dpi UP"
"GO:0009636","response to toxic substance","8/160","185/12737",0.00232785004746318,0.112210993954568,0.112210993954568,"MARV vs Mock 3 dpi UP"
"GO:0032102","negative regulation of response to external stimulus","10/160","274/12737",0.0024186357749892,0.11551759490453,0.11551759490453,"MARV vs Mock 3 dpi UP"
"GO:0019080","viral gene expression","5/160","76/12737",0.00264876607058702,0.125358874213418,0.125358874213418,"MARV vs Mock 3 dpi UP"
"GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","4/160","47/12737",0.00281048997761202,0.131814511922956,0.131814511922956,"MARV vs Mock 3 dpi UP"
"GO:0030522","intracellular receptor signaling pathway","11/160","328/12737",0.00286839714322537,0.133329245782422,0.133329245782422,"MARV vs Mock 3 dpi UP"
"GO:0051656","establishment of organelle localization","11/160","330/12737",0.00300500577931381,0.138443009620422,0.138443009620422,"MARV vs Mock 3 dpi UP"
"GO:0008088","axo-dendritic transport","5/160","79/12737",0.00313563397314133,0.143193951440121,0.143193951440121,"MARV vs Mock 3 dpi UP"
"GO:0062207","regulation of pattern recognition receptor signaling pathway","7/160","153/12737",0.00317423167260874,0.14369608771827,0.14369608771827,"MARV vs Mock 3 dpi UP"
"GO:0039529","RIG-I signaling pathway","3/160","24/12737",0.00324372525810848,0.145576152532006,0.145576152532006,"MARV vs Mock 3 dpi UP"
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","8/160","196/12737",0.00332119452049264,0.147778963022946,0.147778963022946,"MARV vs Mock 3 dpi UP"
"GO:0097191","extrinsic apoptotic signaling pathway","7/160","155/12737",0.00341116386844552,0.149865846278388,0.149865846278388,"MARV vs Mock 3 dpi UP"
"GO:0015850","organic hydroxy compound transport","8/160","197/12737",0.00342566955572958,0.149865846278388,0.149865846278388,"MARV vs Mock 3 dpi UP"
"GO:0007548","sex differentiation","6/160","117/12737",0.00355713034910488,0.15304479832595,0.15304479832595,"MARV vs Mock 3 dpi UP"
"GO:0098754","detoxification","6/160","117/12737",0.00355713034910488,0.15304479832595,0.15304479832595,"MARV vs Mock 3 dpi UP"
"GO:0048514","blood vessel morphogenesis","13/160","440/12737",0.00366728546366491,0.15649088626098,0.15649088626098,"MARV vs Mock 3 dpi UP"
"GO:0048608","reproductive structure development","6/160","118/12737",0.00370960565996688,0.157009813542988,0.157009813542988,"MARV vs Mock 3 dpi UP"
"GO:0002244","hematopoietic progenitor cell differentiation","4/160","51/12737",0.0037880066636195,0.159035182990348,0.159035182990348,"MARV vs Mock 3 dpi UP"
"GO:0061458","reproductive system development","6/160","119/12737",0.00386688454935588,0.159769848920212,0.159769848920212,"MARV vs Mock 3 dpi UP"
"GO:1900180","regulation of protein localization to nucleus","6/160","119/12737",0.00386688454935588,0.159769848920212,0.159769848920212,"MARV vs Mock 3 dpi UP"
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","9/160","247/12737",0.00399547967336312,0.163783206138019,0.163783206138019,"MARV vs Mock 3 dpi UP"
"GO:0000209","protein polyubiquitination","9/160","248/12737",0.00410237648182194,0.165753472866331,0.165753472866331,"MARV vs Mock 3 dpi UP"
"GO:0030900","forebrain development","8/160","203/12737",0.00410722205143234,0.165753472866331,0.165753472866331,"MARV vs Mock 3 dpi UP"
"GO:0032640","tumor necrosis factor production","6/160","122/12737",0.00436845228722385,0.173604294712117,0.173604294712117,"MARV vs Mock 3 dpi UP"
"GO:0032680","regulation of tumor necrosis factor production","6/160","122/12737",0.00436845228722385,0.173604294712117,0.173604294712117,"MARV vs Mock 3 dpi UP"
"GO:0001525","angiogenesis","12/160","398/12737",0.00442663893598761,0.174583956823875,0.174583956823875,"MARV vs Mock 3 dpi UP"
"GO:0048872","homeostasis of number of cells","7/160","163/12737",0.00449630106407551,0.175998070222384,0.175998070222384,"MARV vs Mock 3 dpi UP"
"GO:0071706","tumor necrosis factor superfamily cytokine production","6/160","124/12737",0.00472851894547684,0.182345700964092,0.182345700964092,"MARV vs Mock 3 dpi UP"
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","6/160","124/12737",0.00472851894547684,0.182345700964092,0.182345700964092,"MARV vs Mock 3 dpi UP"
"GO:0009887","animal organ morphogenesis","13/160","457/12737",0.00503382788675118,0.192691970429608,0.192691970429608,"MARV vs Mock 3 dpi UP"
"GO:0051851","host-mediated perturbation of symbiont process","5/160","89/12737",0.00522577019010359,0.198579267223937,0.198579267223937,"MARV vs Mock 3 dpi UP"
"GO:0051248","negative regulation of protein metabolic process","13/160","460/12737",0.00531285127790133,0.200425389512712,0.200425389512712,"MARV vs Mock 3 dpi UP"
"GO:0071709","membrane assembly","4/160","57/12737",0.00565017229018097,0.211617244191958,0.211617244191958,"MARV vs Mock 3 dpi UP"
"GO:0010970","transport along microtubule","7/160","171/12737",0.00582430106342859,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0051402","neuron apoptotic process","7/160","172/12737",0.00600892760177073,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:1903532","positive regulation of secretion by cell","8/160","217/12737",0.0061035871035143,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0009880","embryonic pattern specification","3/160","30/12737",0.00615859403286404,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0010874","regulation of cholesterol efflux","3/160","30/12737",0.00615859403286404,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0050867","positive regulation of cell activation","8/160","218/12737",0.00627020658321006,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0035821","modulation of process of another organism","5/160","93/12737",0.00628727615776178,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0001568","blood vessel development","13/160","470/12737",0.00633396419423916,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0008584","male gonad development","4/160","59/12737",0.00638560481307242,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0002699","positive regulation of immune effector process","6/160","132/12737",0.00639014503337842,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0048771","tissue remodeling","5/160","94/12737",0.00657465287440016,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0003002","regionalization","7/160","175/12737",0.00658911681599854,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0007350","blastoderm segmentation","2/160","10/12737",0.00660500454564124,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0019883","antigen processing and presentation of endogenous antigen","2/160","10/12737",0.00660500454564124,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0030638","polyketide metabolic process","2/160","10/12737",0.00660500454564124,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0032354","response to follicle-stimulating hormone","2/160","10/12737",0.00660500454564124,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0032693","negative regulation of interleukin-10 production","2/160","10/12737",0.00660500454564124,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0044598","doxorubicin metabolic process","2/160","10/12737",0.00660500454564124,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:1900246","positive regulation of RIG-I signaling pathway","2/160","10/12737",0.00660500454564124,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:1905383","protein localization to presynapse","2/160","10/12737",0.00660500454564124,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","9/160","268/12737",0.0067507693735882,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0001937","negative regulation of endothelial cell proliferation","3/160","31/12737",0.00675637924989419,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0046638","positive regulation of alpha-beta T cell differentiation","3/160","31/12737",0.00675637924989419,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0030216","keratinocyte differentiation","4/160","60/12737",0.00677604459672739,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0046546","development of primary male sexual characteristics","4/160","60/12737",0.00677604459672739,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0060485","mesenchyme development","8/160","221/12737",0.00679086811980729,0.214262178374041,0.214262178374041,"MARV vs Mock 3 dpi UP"
"GO:0046822","regulation of nucleocytoplasmic transport","5/160","95/12737",0.00687112213812424,0.215488324404065,0.215488324404065,"MARV vs Mock 3 dpi UP"
"GO:0009913","epidermal cell differentiation","5/160","96/12737",0.00717682831475479,0.22239623932508,0.22239623932508,"MARV vs Mock 3 dpi UP"
"GO:0032368","regulation of lipid transport","5/160","96/12737",0.00717682831475479,0.22239623932508,0.22239623932508,"MARV vs Mock 3 dpi UP"
"GO:0002274","myeloid leukocyte activation","6/160","136/12737",0.00736400246495269,0.223600580535913,0.223600580535913,"MARV vs Mock 3 dpi UP"
"GO:0060322","head development","12/160","425/12737",0.00736546996351226,0.223600580535913,0.223600580535913,"MARV vs Mock 3 dpi UP"
"GO:0032613","interleukin-10 production","3/160","32/12737",0.00738749516945391,0.223600580535913,0.223600580535913,"MARV vs Mock 3 dpi UP"
"GO:0032653","regulation of interleukin-10 production","3/160","32/12737",0.00738749516945391,0.223600580535913,0.223600580535913,"MARV vs Mock 3 dpi UP"
"GO:0008406","gonad development","5/160","97/12737",0.00749191461335462,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
"GO:0044091","membrane biogenesis","4/160","62/12737",0.00760365040815489,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
"GO:0030178","negative regulation of Wnt signaling pathway","6/160","137/12737",0.00762335130868628,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
"GO:0009820","alkaloid metabolic process","2/160","11/12737",0.00800654127135938,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
"GO:0043217","myelin maintenance","2/160","11/12737",0.00800654127135938,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
"GO:0051645","Golgi localization","2/160","11/12737",0.00800654127135938,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
"GO:0060080","inhibitory postsynaptic potential","2/160","11/12737",0.00800654127135938,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
"GO:0060231","mesenchymal to epithelial transition","2/160","11/12737",0.00800654127135938,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
"GO:0060330","regulation of response to type II interferon","2/160","11/12737",0.00800654127135938,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
"GO:0060334","regulation of type II interferon-mediated signaling pathway","2/160","11/12737",0.00800654127135938,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
"GO:0098792","xenophagy","2/160","11/12737",0.00800654127135938,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
"GO:0099640","axo-dendritic protein transport","2/160","11/12737",0.00800654127135938,0.224174442458974,0.224174442458974,"MARV vs Mock 3 dpi UP"
