"gene_symbol","log2FoldChange","padj","direction","contrast"
"TRIO",0.653116699123284,0.000269024870554848,"NS","EBOV vs Mock 3 dpi"
"AGO2",0.800110607533069,0.000308249307031012,"NS","EBOV vs Mock 3 dpi"
"FASN",1.1153939501759,0.000315954538397645,"UP","EBOV vs Mock 3 dpi"
"MICAL2",0.874616664136902,0.000326327106062278,"NS","EBOV vs Mock 3 dpi"
"CCDC183.AS1",1.97906582616576,0.000328018007448592,"UP","EBOV vs Mock 3 dpi"
"RNF145",0.607598719600268,0.000342046902339319,"NS","EBOV vs Mock 3 dpi"
"MROH1",0.768580894690844,0.000342046902339319,"NS","EBOV vs Mock 3 dpi"
"DENND5A",0.636439140514969,0.000342046902339319,"NS","EBOV vs Mock 3 dpi"
"NAALAD2",-1.09499475290219,0.000342046902339319,"DOWN","EBOV vs Mock 3 dpi"
"ATXN2L",0.91389990403417,0.000342046902339319,"NS","EBOV vs Mock 3 dpi"
"RERE",0.706815471948625,0.000354755930849289,"NS","EBOV vs Mock 3 dpi"
"WASF2",0.947212283522784,0.000354755930849289,"NS","EBOV vs Mock 3 dpi"
"PLXNA1",0.814243278596686,0.000354755930849289,"NS","EBOV vs Mock 3 dpi"
"SNX24",-0.894143212625808,0.000354755930849289,"NS","EBOV vs Mock 3 dpi"
"ZNF275",0.618126205062754,0.000354755930849289,"NS","EBOV vs Mock 3 dpi"
"BTBD11",-2.89818200533157,0.000355558047104041,"DOWN","EBOV vs Mock 3 dpi"
"PRRC2A",0.96292420974683,0.000386789457961107,"NS","EBOV vs Mock 3 dpi"
"ATXN1L",0.701369088734878,0.000386789457961107,"NS","EBOV vs Mock 3 dpi"
"KDM6B",1.15191420510394,0.000386789457961107,"UP","EBOV vs Mock 3 dpi"
"ZNF516",0.696961281568393,0.000386789457961107,"NS","EBOV vs Mock 3 dpi"
"SBF1",0.812758900120173,0.000386789457961107,"NS","EBOV vs Mock 3 dpi"
"AL732372.2",1.87186964023609,0.000423801037871246,"UP","EBOV vs Mock 3 dpi"
"DENND4B",0.822706508967699,0.000461242586042254,"NS","EBOV vs Mock 3 dpi"
"SMURF1",0.701794836134221,0.000479965022360919,"NS","EBOV vs Mock 3 dpi"
"DRAIC",-5.46055563924064,0.00051338289265255,"DOWN","EBOV vs Mock 3 dpi"
"RYR2",-4.94514689928857,0.000514891175462783,"DOWN","EBOV vs Mock 3 dpi"
"KDM2A",0.724327522949844,0.000514891175462783,"NS","EBOV vs Mock 3 dpi"
"CEP250",1.25851832682672,0.000514891175462783,"UP","EBOV vs Mock 3 dpi"
"EP300",0.79626686205553,0.000542591273869199,"NS","EBOV vs Mock 3 dpi"
"ARFGEF3",0.761900656543342,0.000553447960145943,"NS","EBOV vs Mock 3 dpi"
"AHNAK",1.48099781409366,0.000553447960145943,"UP","EBOV vs Mock 3 dpi"
"AP002884.1",-2.72343843055189,0.000553447960145943,"DOWN","EBOV vs Mock 3 dpi"
"PKD1",1.03485179015682,0.000553447960145943,"UP","EBOV vs Mock 3 dpi"
"PLEKHG3",0.691808643999168,0.000568832406197847,"NS","EBOV vs Mock 3 dpi"
"HSD3B1",-2.8952757554264,0.000576180029179523,"DOWN","EBOV vs Mock 3 dpi"
"GPSM1",1.08808633469474,0.000582181264842852,"UP","EBOV vs Mock 3 dpi"
"BTD",-1.05207985519004,0.000617630735312115,"DOWN","EBOV vs Mock 3 dpi"
"AKAP13",0.765082514766215,0.000617630735312115,"NS","EBOV vs Mock 3 dpi"
"DSG2",0.696199269103415,0.000617630735312115,"NS","EBOV vs Mock 3 dpi"
"ALPL",1.48332123868067,0.000625598329802019,"UP","EBOV vs Mock 3 dpi"
"TMEM18",-0.631344972252834,0.000625598329802019,"NS","EBOV vs Mock 3 dpi"
"TNRC18",0.869659154798021,0.000625598329802019,"NS","EBOV vs Mock 3 dpi"
"BCL9L",1.35783931655017,0.000625598329802019,"UP","EBOV vs Mock 3 dpi"
"GON7",-0.855484760900724,0.000625598329802019,"NS","EBOV vs Mock 3 dpi"
"NES",2.03504708906534,0.000626401852158918,"UP","EBOV vs Mock 3 dpi"
"LINC02260",-2.33529928440446,0.000626401852158918,"DOWN","EBOV vs Mock 3 dpi"
"POLR2A",0.926917660345761,0.000626401852158918,"NS","EBOV vs Mock 3 dpi"
"ACAT1",-0.911255253141995,0.000640686463495555,"NS","EBOV vs Mock 3 dpi"
"CCND1",0.950015994888715,0.000644910190490454,"NS","EBOV vs Mock 3 dpi"
"KMT2B",0.689999028478311,0.000645044515540747,"NS","EBOV vs Mock 3 dpi"
"MAPK10",-4.98679326644042,0.000655827782955804,"DOWN","EBOV vs Mock 3 dpi"
"LMTK2",0.650906943861435,0.000655827782955804,"NS","EBOV vs Mock 3 dpi"
"PLXND1",1.61030398524188,0.000663233744394633,"UP","EBOV vs Mock 3 dpi"
"CHD6",0.614344034094972,0.000663233744394633,"NS","EBOV vs Mock 3 dpi"
"CUBN",-2.94955146885199,0.000681594190840238,"DOWN","EBOV vs Mock 3 dpi"
"AL160006.1",0.890700244878165,0.000711297539298145,"NS","EBOV vs Mock 3 dpi"
"ARRDC3",1.51418091965801,0.00073460002647424,"UP","EBOV vs Mock 3 dpi"
"FKBP10",1.18801365930988,0.000745743178293878,"UP","EBOV vs Mock 3 dpi"
"BCL3",0.904547019365131,0.000745743178293878,"NS","EBOV vs Mock 3 dpi"
"EGR1",1.49122348948133,0.000896713209870091,"UP","EBOV vs Mock 3 dpi"
"DEFA6",-2.42103647728196,0.000903793574975896,"DOWN","EBOV vs Mock 3 dpi"
"BAZ2A",0.956501352687716,0.00090530555382428,"NS","EBOV vs Mock 3 dpi"
"CHD2",0.769015990115489,0.000910665074788087,"NS","EBOV vs Mock 3 dpi"
"SLC35A5",-0.654983186861722,0.000933763705524357,"NS","EBOV vs Mock 3 dpi"
"TLN1",0.76319133986679,0.000997761236907359,"NS","EBOV vs Mock 3 dpi"
"CIC",0.831514247744314,0.000997761236907359,"NS","EBOV vs Mock 3 dpi"
"CDH12",-2.420278201333,0.00105621307498226,"DOWN","EBOV vs Mock 3 dpi"
"MDC1",0.893861180478978,0.00108838953341227,"NS","EBOV vs Mock 3 dpi"
"SLITRK5",-6.48476698596162,0.00109640774183863,"DOWN","EBOV vs Mock 3 dpi"
"COL4A1",0.851482019474827,0.00109640774183863,"NS","EBOV vs Mock 3 dpi"
"SCOC",-0.607996765015872,0.00110735889223808,"NS","EBOV vs Mock 3 dpi"
"PCLAF",-0.88142253922564,0.00110735889223808,"NS","EBOV vs Mock 3 dpi"
"TLL2",-4.80854793090881,0.00112228384965198,"DOWN","EBOV vs Mock 3 dpi"
"ARVCF",1.02879467366097,0.00113162578075485,"UP","EBOV vs Mock 3 dpi"
"SLK",0.668428505493032,0.00114790811093928,"NS","EBOV vs Mock 3 dpi"
"LRAT",-1.6830569538376,0.00117883781164709,"DOWN","EBOV vs Mock 3 dpi"
"TAOK1",0.59659794205162,0.00117883781164709,"NS","EBOV vs Mock 3 dpi"
"CPNE4",-3.40083053077459,0.00118094918827081,"DOWN","EBOV vs Mock 3 dpi"
"POM121C",0.641036915134076,0.00118094918827081,"NS","EBOV vs Mock 3 dpi"
"ORC5",-0.530406580535386,0.00118094918827081,"NS","EBOV vs Mock 3 dpi"
"ATP11A",0.828896005475313,0.00120209505857356,"NS","EBOV vs Mock 3 dpi"
"DPY19L1",0.624631664914781,0.00122156922969688,"NS","EBOV vs Mock 3 dpi"
"ZNF503.AS1",-5.11812199723725,0.00122156922969688,"DOWN","EBOV vs Mock 3 dpi"
"ADGRD1",-5.0919663843478,0.00122156922969688,"DOWN","EBOV vs Mock 3 dpi"
"LDLR",1.14214715485845,0.00122156922969688,"UP","EBOV vs Mock 3 dpi"
"SDC4",1.24039276859891,0.00123556997153022,"UP","EBOV vs Mock 3 dpi"
"TSC22D2",0.773817242486494,0.00125590456019639,"NS","EBOV vs Mock 3 dpi"
"CMIP",0.550126260974542,0.00125590456019639,"NS","EBOV vs Mock 3 dpi"
"UBE2O",0.481357932793679,0.00125590456019639,"NS","EBOV vs Mock 3 dpi"
"MYO9B",0.561712712292175,0.00125590456019639,"NS","EBOV vs Mock 3 dpi"
"RASEF",0.905439205270258,0.00127061364038694,"NS","EBOV vs Mock 3 dpi"
"ZFP36L1",1.05961324634817,0.00127061364038694,"UP","EBOV vs Mock 3 dpi"
"FLT4",-5.25654604487049,0.00131067514369758,"DOWN","EBOV vs Mock 3 dpi"
"TRMT9B",-4.13725704398149,0.00131067514369758,"DOWN","EBOV vs Mock 3 dpi"
"ZNF710",0.734419535068338,0.00131067514369758,"NS","EBOV vs Mock 3 dpi"
"ALDH1A3",-4.67787090427872,0.00131067514369758,"DOWN","EBOV vs Mock 3 dpi"
"SOX11",0.985880397860057,0.00135551711029826,"NS","EBOV vs Mock 3 dpi"
"GTF2A1",0.65871487001565,0.00136050848382793,"NS","EBOV vs Mock 3 dpi"
"EDIL3",-1.28993456418183,0.00136847238576004,"DOWN","EBOV vs Mock 3 dpi"
"PTPRJ",0.911162455642155,0.00137793562764718,"NS","EBOV vs Mock 3 dpi"
"DLG2",-3.93347308401689,0.0014209658469653,"DOWN","EBOV vs Mock 3 dpi"
"AGRN",1.17102057126777,0.0015412049491527,"UP","EBOV vs Mock 3 dpi"
"MTR",0.72255965173595,0.00155405581667382,"NS","EBOV vs Mock 3 dpi"
"BORCS7",-0.784568282473196,0.0015778755882694,"NS","EBOV vs Mock 3 dpi"
"MNT",0.679135129585664,0.00161728795937925,"NS","EBOV vs Mock 3 dpi"
"NECAB1",-5.02875977460139,0.00165999487039748,"DOWN","EBOV vs Mock 3 dpi"
"AGAP1",0.549213256648505,0.00166114393643015,"NS","EBOV vs Mock 3 dpi"
"C8orf46",-4.36838802373148,0.00167441327642652,"DOWN","EBOV vs Mock 3 dpi"
"SAMD4B",0.922003614467635,0.00167441327642652,"NS","EBOV vs Mock 3 dpi"
"TMEM238",-1.06628429115265,0.00168528593946535,"DOWN","EBOV vs Mock 3 dpi"
"IFNLR1",0.731064176089015,0.00169578763766469,"NS","EBOV vs Mock 3 dpi"
"AC132872.3",2.34645327723591,0.00169578763766469,"UP","EBOV vs Mock 3 dpi"
"MIR600HG",0.880959800183686,0.00172003950628235,"NS","EBOV vs Mock 3 dpi"
"MGEA5",0.805558125054236,0.00172631450228249,"NS","EBOV vs Mock 3 dpi"
"AC080013.1",-4.87892232515877,0.00181666728659347,"DOWN","EBOV vs Mock 3 dpi"
"POM121",0.949998087921403,0.00184615909241092,"NS","EBOV vs Mock 3 dpi"
"COL4A4",-5.05808410880237,0.0018475216408169,"DOWN","EBOV vs Mock 3 dpi"
"DIAPH1",0.74685121329394,0.0018475216408169,"NS","EBOV vs Mock 3 dpi"
"FHDC1",0.980417712866787,0.00185653993393913,"NS","EBOV vs Mock 3 dpi"
"C1orf53",-1.87770567147293,0.00187870068467472,"DOWN","EBOV vs Mock 3 dpi"
"COL4A3",-4.32727789902839,0.00187870068467472,"DOWN","EBOV vs Mock 3 dpi"
"FLNA",1.57312735784893,0.00187870068467472,"UP","EBOV vs Mock 3 dpi"
"CLCF1",1.03790340401604,0.00187870068467472,"UP","EBOV vs Mock 3 dpi"
"ABCC1",0.648752368580275,0.00187870068467472,"NS","EBOV vs Mock 3 dpi"
"TIMP2",0.866271138051996,0.00187870068467472,"NS","EBOV vs Mock 3 dpi"
"SIN3B",0.545035658161281,0.00187870068467472,"NS","EBOV vs Mock 3 dpi"
"MKL1",0.842248339806352,0.00187870068467472,"NS","EBOV vs Mock 3 dpi"
"HSPA1A",1.83310363338978,0.00187931733941018,"UP","EBOV vs Mock 3 dpi"
"MRPS35",-0.492751939723429,0.00195264452703937,"NS","EBOV vs Mock 3 dpi"
"SGK3",-1.12171331167757,0.00205625846824742,"DOWN","EBOV vs Mock 3 dpi"
"SH3PXD2A",1.00572466840359,0.00207918963091553,"UP","EBOV vs Mock 3 dpi"
"MAP4",0.723321268494352,0.00208798631651513,"NS","EBOV vs Mock 3 dpi"
"MIB1",0.610478897133194,0.00208798631651513,"NS","EBOV vs Mock 3 dpi"
"TACC1",0.54962447161487,0.00209475478329974,"NS","EBOV vs Mock 3 dpi"
"HEPHL1",-3.57998329646824,0.00209475478329974,"DOWN","EBOV vs Mock 3 dpi"
"RP1",-4.70211059307185,0.00210721793128262,"DOWN","EBOV vs Mock 3 dpi"
"NRXN2",-4.56335968107504,0.00211065237413598,"DOWN","EBOV vs Mock 3 dpi"
"AGT",-1.45647545344437,0.00214427435762413,"DOWN","EBOV vs Mock 3 dpi"
"HELLPAR",-3.86613936376648,0.00214427435762413,"DOWN","EBOV vs Mock 3 dpi"
"ANKRD11",0.505123558213226,0.00216528773395092,"NS","EBOV vs Mock 3 dpi"
"LONRF1",0.612451706456642,0.00216749875055411,"NS","EBOV vs Mock 3 dpi"
"BICD2",0.748697714617781,0.00216749875055411,"NS","EBOV vs Mock 3 dpi"
"PCF11",0.660904083359558,0.00216749875055411,"NS","EBOV vs Mock 3 dpi"
"SLC25A37",0.493754855736922,0.00220869329828283,"NS","EBOV vs Mock 3 dpi"
"IL18BP",1.22110509241774,0.00221844164195382,"UP","EBOV vs Mock 3 dpi"
"RBM15.AS1",-1.5381216402892,0.00225085735364367,"DOWN","EBOV vs Mock 3 dpi"
"HTT",0.741842608224783,0.00225731920061641,"NS","EBOV vs Mock 3 dpi"
"STK32A",-3.59179207816875,0.002285225400126,"DOWN","EBOV vs Mock 3 dpi"
"SLC25A25.AS1",0.874999389834019,0.002285225400126,"NS","EBOV vs Mock 3 dpi"
"NCLP1",1.81659228057227,0.00232214608664433,"UP","EBOV vs Mock 3 dpi"
"NME7",-0.577017812776157,0.00232391118664538,"NS","EBOV vs Mock 3 dpi"
"CELF1",0.658435126629196,0.00232391118664538,"NS","EBOV vs Mock 3 dpi"
"AL591485.1",-3.66750623198572,0.00237735150039368,"DOWN","EBOV vs Mock 3 dpi"
"SLC30A8",-2.96701328793033,0.00237735150039368,"DOWN","EBOV vs Mock 3 dpi"
"WEE1",0.932736949458986,0.00237735150039368,"NS","EBOV vs Mock 3 dpi"
"TMEM198B",1.20255914815945,0.00237735150039368,"UP","EBOV vs Mock 3 dpi"
"BRINP3",-2.66547949124549,0.00239199576404636,"DOWN","EBOV vs Mock 3 dpi"
"AC084816.1",-4.23700530875724,0.00239199576404636,"DOWN","EBOV vs Mock 3 dpi"
"ADCY2",-5.23117673818169,0.00243536979193747,"DOWN","EBOV vs Mock 3 dpi"
"BTNL8",-2.50582834670927,0.00243536979193747,"DOWN","EBOV vs Mock 3 dpi"
"ALS2CR12",-5.3201507585727,0.00248101417485345,"DOWN","EBOV vs Mock 3 dpi"
"GLRA2",-3.60191974175062,0.00250013170021855,"DOWN","EBOV vs Mock 3 dpi"
"PNISR",0.479285916625608,0.00254830351449869,"NS","EBOV vs Mock 3 dpi"
"CCDC162P",-4.07548502675636,0.00254830351449869,"DOWN","EBOV vs Mock 3 dpi"
"PHF8",0.584420739652973,0.00261049981840308,"NS","EBOV vs Mock 3 dpi"
"FMN1",-4.1293805761579,0.00262411035949342,"DOWN","EBOV vs Mock 3 dpi"
"BSDC1",0.38995572345827,0.00265408093523517,"NS","EBOV vs Mock 3 dpi"
"ADGRA2",-5.35728613426155,0.00265408093523517,"DOWN","EBOV vs Mock 3 dpi"
"UBR5",0.72516038561418,0.00278432988067728,"NS","EBOV vs Mock 3 dpi"
"GTPBP1",0.773995515971453,0.00284194081260684,"NS","EBOV vs Mock 3 dpi"
"PLEKHA8",0.690077815768015,0.0028555232581551,"NS","EBOV vs Mock 3 dpi"
"ITPR3",0.964141062248005,0.00286413690897132,"NS","EBOV vs Mock 3 dpi"
"AC099684.2",-2.35070249368113,0.00288511724564319,"DOWN","EBOV vs Mock 3 dpi"
"CXCL11",-7.44333339090841,0.00291664481877205,"DOWN","EBOV vs Mock 3 dpi"
"GSTT4",-3.15166999454865,0.0029611420722866,"DOWN","EBOV vs Mock 3 dpi"
"MX2",-4.20236714794699,0.00298532193850292,"DOWN","EBOV vs Mock 3 dpi"
"SEMA6D",-3.90695818117399,0.00299339707145642,"DOWN","EBOV vs Mock 3 dpi"
"SLC7A14",-4.41458085342961,0.00301238207981682,"DOWN","EBOV vs Mock 3 dpi"
"RAB11FIP1",1.26197120867189,0.00301238207981682,"UP","EBOV vs Mock 3 dpi"
"CSPG4P10",1.04825760184964,0.00301238207981682,"UP","EBOV vs Mock 3 dpi"
"KIAA1671",0.756814864955401,0.00301238207981682,"NS","EBOV vs Mock 3 dpi"
"LTF",-3.63716030297973,0.00303591811609686,"DOWN","EBOV vs Mock 3 dpi"
"FOS",1.85977273282512,0.00315047706085363,"UP","EBOV vs Mock 3 dpi"
"APOL4",-3.40479543717239,0.00315047706085363,"DOWN","EBOV vs Mock 3 dpi"
"EEF1B2P3",-0.963256859017019,0.00316265489825131,"NS","EBOV vs Mock 3 dpi"
"PXDNL",-4.18934561648991,0.00316265489825131,"DOWN","EBOV vs Mock 3 dpi"
"ZRANB2.AS2",-3.77475914481644,0.00316698790320133,"DOWN","EBOV vs Mock 3 dpi"
"MAMDC2.AS1",-4.05627173280007,0.00316698790320133,"DOWN","EBOV vs Mock 3 dpi"
"FBLN5",-1.93820639964327,0.00324471893195892,"DOWN","EBOV vs Mock 3 dpi"
"SYCP2",-4.36892652814068,0.00325431873780156,"DOWN","EBOV vs Mock 3 dpi"
"MAP3K9",0.920522410209482,0.00326824234423282,"NS","EBOV vs Mock 3 dpi"
"ITGAE",-0.67248521024814,0.00326824234423282,"NS","EBOV vs Mock 3 dpi"
"RELT",1.29936448137752,0.00327955584362952,"UP","EBOV vs Mock 3 dpi"
"PLEKHG2",0.907421205496416,0.00327955584362952,"NS","EBOV vs Mock 3 dpi"
"RNF168",0.666549627739579,0.0033689146981854,"NS","EBOV vs Mock 3 dpi"
"SRD5A3.AS1",-4.8084077380092,0.0033909439546115,"DOWN","EBOV vs Mock 3 dpi"
"AKIP1",-0.706542677667879,0.00342261247489534,"NS","EBOV vs Mock 3 dpi"
"HERC5",-1.9516763515431,0.00344429853425657,"DOWN","EBOV vs Mock 3 dpi"
"ARID3B",0.610637013191368,0.00344429853425657,"NS","EBOV vs Mock 3 dpi"
"AC073869.1",0.76475815805518,0.00347485655099319,"NS","EBOV vs Mock 3 dpi"
"AC073335.2",1.28927986720788,0.00349203194342939,"UP","EBOV vs Mock 3 dpi"
"FOXK1",0.6914318333207,0.00357230359604396,"NS","EBOV vs Mock 3 dpi"
"HPGD",-0.833013268605827,0.00360114318473108,"NS","EBOV vs Mock 3 dpi"
"POT1.AS1",-4.18398418541288,0.00365117743061909,"DOWN","EBOV vs Mock 3 dpi"
"LRP1",1.11363955074538,0.00365117743061909,"UP","EBOV vs Mock 3 dpi"
"REG3G",-2.5459971723053,0.00366228831386826,"DOWN","EBOV vs Mock 3 dpi"
"RYBP",0.537822663258754,0.00366228831386826,"NS","EBOV vs Mock 3 dpi"
"AL355987.4",1.29154284708363,0.00366228831386826,"UP","EBOV vs Mock 3 dpi"
"PLEKHH1",0.790292423183929,0.00367441024038315,"NS","EBOV vs Mock 3 dpi"
"SPAG6",-3.83354534630207,0.00381500364325301,"DOWN","EBOV vs Mock 3 dpi"
"NFAM1",-4.1695830103536,0.00387506894764664,"DOWN","EBOV vs Mock 3 dpi"
"SLCO3A1",-3.39604957300487,0.0038841436279359,"DOWN","EBOV vs Mock 3 dpi"
"COL1A2",-4.78262539504626,0.00395600990563615,"DOWN","EBOV vs Mock 3 dpi"
"ABI3BP",-4.08212521004373,0.00397056649955637,"DOWN","EBOV vs Mock 3 dpi"
"SLC14A2",-3.70067565136081,0.00397056649955637,"DOWN","EBOV vs Mock 3 dpi"
"HYLS1",-0.801951774561059,0.00397341412446459,"NS","EBOV vs Mock 3 dpi"
"SH2D6",-4.44010910947151,0.00399063767271103,"DOWN","EBOV vs Mock 3 dpi"
"BTAF1",0.840949983632396,0.003994984862216,"NS","EBOV vs Mock 3 dpi"
"NDUFAF6",-0.655552862647789,0.0040149230959783,"NS","EBOV vs Mock 3 dpi"
"STAT5B",0.515656872204943,0.0040149230959783,"NS","EBOV vs Mock 3 dpi"
"USP6",-3.9032844536063,0.00408978628908614,"DOWN","EBOV vs Mock 3 dpi"
"MASP1",-4.25430468872454,0.00411345941010363,"DOWN","EBOV vs Mock 3 dpi"
"MAFF",1.46090483461491,0.00416380706901362,"UP","EBOV vs Mock 3 dpi"
"ABCC9",-3.4631518738466,0.00420764819683726,"DOWN","EBOV vs Mock 3 dpi"
"SH3PXD2B",0.885694074596733,0.00423977588790836,"NS","EBOV vs Mock 3 dpi"
"CHD5",-4.1290571264569,0.00428099970099522,"DOWN","EBOV vs Mock 3 dpi"
"CRYBG2",0.96147908548242,0.00428099970099522,"NS","EBOV vs Mock 3 dpi"
"AL390957.1",-4.82232432888307,0.00428099970099522,"DOWN","EBOV vs Mock 3 dpi"
"LINC00691",-5.39225423988864,0.00428099970099522,"DOWN","EBOV vs Mock 3 dpi"
"KCNV1",-4.24301662007263,0.00428099970099522,"DOWN","EBOV vs Mock 3 dpi"
"PNLIPRP2",-1.95684721506134,0.00428099970099522,"DOWN","EBOV vs Mock 3 dpi"
"DDX51",0.647294375897005,0.00428099970099522,"NS","EBOV vs Mock 3 dpi"
"GOLGA3",0.880586560349628,0.00428099970099522,"NS","EBOV vs Mock 3 dpi"
"MOCS2",-0.485600833120686,0.00428764807173849,"NS","EBOV vs Mock 3 dpi"
"PTPN12",0.614570812223229,0.00428764807173849,"NS","EBOV vs Mock 3 dpi"
"UPF1",0.461471290618179,0.00428764807173849,"NS","EBOV vs Mock 3 dpi"
"CMYA5",-3.95601072810686,0.00443122427975468,"DOWN","EBOV vs Mock 3 dpi"
"HCFC1",0.91965651656021,0.00449174746896508,"NS","EBOV vs Mock 3 dpi"
"HSD17B2",-1.38239349276773,0.00449174746896508,"DOWN","EBOV vs Mock 3 dpi"
"ADAMTS2",-3.52629232759841,0.004493823238883,"DOWN","EBOV vs Mock 3 dpi"
"SQSTM1",0.974695252716804,0.004493823238883,"NS","EBOV vs Mock 3 dpi"
"ST18",-3.54116672457408,0.004493823238883,"DOWN","EBOV vs Mock 3 dpi"
"C9orf64",-0.594461642266962,0.004493823238883,"NS","EBOV vs Mock 3 dpi"
"CCDC90B",-0.611021456552496,0.004493823238883,"NS","EBOV vs Mock 3 dpi"
"CCDC60",-3.55529429278759,0.004493823238883,"DOWN","EBOV vs Mock 3 dpi"
"ZFHX3",0.557876454343648,0.004493823238883,"NS","EBOV vs Mock 3 dpi"
"SGK494",1.03248386236464,0.004493823238883,"UP","EBOV vs Mock 3 dpi"
"ACSS1",-2.7333791664126,0.00450378029205295,"DOWN","EBOV vs Mock 3 dpi"
"ANO10",-0.474949203195457,0.00451910112190004,"NS","EBOV vs Mock 3 dpi"
"SUN1",0.719065728423888,0.00451910112190004,"NS","EBOV vs Mock 3 dpi"
"LINC01588",-2.82579462088561,0.00451910112190004,"DOWN","EBOV vs Mock 3 dpi"
"VSTM5",-3.83840687927621,0.00454917364506153,"DOWN","EBOV vs Mock 3 dpi"
"FGF23",-4.60419126554924,0.00455598180039097,"DOWN","EBOV vs Mock 3 dpi"
"RBMS3",-3.79186659750404,0.00463275128646803,"DOWN","EBOV vs Mock 3 dpi"
"TRRAP",0.634481149069321,0.00481151360541412,"NS","EBOV vs Mock 3 dpi"
"TNFRSF25",0.919797002522824,0.00484498419189433,"NS","EBOV vs Mock 3 dpi"
"GLIS2",0.79034655178108,0.00484498419189433,"NS","EBOV vs Mock 3 dpi"
