"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","contrast"
"GO:0015837","amine transport","10/607","58/12737",0.000368834904601916,0.0436398753035812,0.0436398753035812,"MARV vs Mock 3 dpi DOWN"
"GO:0044060","regulation of endocrine process","7/607","30/12737",0.000420356689727233,0.0452925649602949,0.0452925649602949,"MARV vs Mock 3 dpi DOWN"
"GO:0051965","positive regulation of synapse assembly","8/607","39/12737",0.000420854071304847,0.0452925649602949,0.0452925649602949,"MARV vs Mock 3 dpi DOWN"
"GO:0046649","lymphocyte activation","39/607","465/12737",0.000424841301127348,0.0452925649602949,0.0452925649602949,"MARV vs Mock 3 dpi DOWN"
"GO:0007268","chemical synaptic transmission","40/607","481/12737",0.00042681471873861,0.0452925649602949,0.0452925649602949,"MARV vs Mock 3 dpi DOWN"
"GO:0098916","anterograde trans-synaptic signaling","40/607","481/12737",0.00042681471873861,0.0452925649602949,0.0452925649602949,"MARV vs Mock 3 dpi DOWN"
"GO:0002250","adaptive immune response","26/607","267/12737",0.000435003505189156,0.0452925649602949,0.0452925649602949,"MARV vs Mock 3 dpi DOWN"
"GO:0007601","visual perception","15/607","119/12737",0.000521157480416189,0.0531989380989546,0.0531989380989546,"MARV vs Mock 3 dpi DOWN"
"GO:0007586","digestion","12/607","83/12737",0.00053624655153775,0.0536865297558755,0.0536865297558755,"MARV vs Mock 3 dpi DOWN"
"GO:0015711","organic anion transport","30/607","331/12737",0.000553468250832848,0.0543652021478454,0.0543652021478454,"MARV vs Mock 3 dpi DOWN"
"GO:0050953","sensory perception of light stimulus","15/607","121/12737",0.000622842967173182,0.0600466756871035,0.0600466756871035,"MARV vs Mock 3 dpi DOWN"
"GO:0051962","positive regulation of nervous system development","19/607","174/12737",0.000635000087125149,0.0601056446104277,0.0601056446104277,"MARV vs Mock 3 dpi DOWN"
"GO:0045472","response to ether","5/607","16/12737",0.000680972108219764,0.0621954525507385,0.0621954525507385,"MARV vs Mock 3 dpi DOWN"
"GO:0046717","acid secretion","5/607","16/12737",0.000680972108219764,0.0621954525507385,0.0621954525507385,"MARV vs Mock 3 dpi DOWN"
"GO:0044058","regulation of digestive system process","6/607","24/12737",0.000736195812052923,0.066079920647371,0.066079920647371,"MARV vs Mock 3 dpi DOWN"
"GO:0046530","photoreceptor cell differentiation","7/607","33/12737",0.000779036829203282,0.0687400971666489,0.0687400971666489,"MARV vs Mock 3 dpi DOWN"
"GO:0043408","regulation of MAPK cascade","37/607","452/12737",0.000929095492651687,0.0793785743215575,0.0793785743215575,"MARV vs Mock 3 dpi DOWN"
"GO:0010743","regulation of macrophage derived foam cell differentiation","6/607","25/12737",0.00093009854660296,0.0793785743215575,0.0793785743215575,"MARV vs Mock 3 dpi DOWN"
"GO:0042445","hormone metabolic process","18/607","166/12737",0.000947983846378899,0.0796000629717508,0.0796000629717508,"MARV vs Mock 3 dpi DOWN"
"GO:0050804","modulation of chemical synaptic transmission","30/607","344/12737",0.00103473973778448,0.085505636109619,0.085505636109619,"MARV vs Mock 3 dpi DOWN"
"GO:0099177","regulation of trans-synaptic signaling","30/607","346/12737",0.0011345202154269,0.0922861287736318,0.0922861287736318,"MARV vs Mock 3 dpi DOWN"
"GO:0015850","organic hydroxy compound transport","20/607","197/12737",0.0011612040796919,0.093003514444247,0.0930035144442469,"MARV vs Mock 3 dpi DOWN"
"GO:0022600","digestive system process","10/607","67/12737",0.00119339612224602,0.0938256945354004,0.0938256945354004,"MARV vs Mock 3 dpi DOWN"
"GO:0030199","collagen fibril organization","9/607","56/12737",0.00121563334400287,0.0938256945354004,0.0938256945354004,"MARV vs Mock 3 dpi DOWN"
"GO:0099550","trans-synaptic signaling, modulating synaptic transmission","5/607","18/12737",0.00123391149232105,0.0938256945354004,0.0938256945354004,"MARV vs Mock 3 dpi DOWN"
"GO:0001578","microtubule bundle formation","11/607","79/12737",0.00124355991604737,0.0938256945354004,0.0938256945354004,"MARV vs Mock 3 dpi DOWN"
"GO:0007507","heart development","29/607","333/12737",0.00127394500991213,0.0944735328148753,0.0944735328148753,"MARV vs Mock 3 dpi DOWN"
"GO:0034374","low-density lipoprotein particle remodeling","4/607","11/12737",0.00128844042064083,0.0944735328148753,0.0944735328148753,"MARV vs Mock 3 dpi DOWN"
"GO:0060078","regulation of postsynaptic membrane potential","11/607","81/12737",0.00153120178612153,0.109197760254092,0.109197760254092,"MARV vs Mock 3 dpi DOWN"
"GO:1902106","negative regulation of leukocyte differentiation","11/607","81/12737",0.00153120178612153,0.109197760254092,0.109197760254092,"MARV vs Mock 3 dpi DOWN"
"GO:0003018","vascular process in circulatory system","19/607","188/12737",0.00160955979802978,0.110258426869822,0.110258426869822,"MARV vs Mock 3 dpi DOWN"
"GO:0014850","response to muscle activity","5/607","19/12737",0.00160961207109229,0.110258426869822,0.110258426869822,"MARV vs Mock 3 dpi DOWN"
"GO:0045671","negative regulation of osteoclast differentiation","5/607","19/12737",0.00160961207109229,0.110258426869822,0.110258426869822,"MARV vs Mock 3 dpi DOWN"
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","11/607","82/12737",0.00169421657418913,0.114546642665307,0.114546642665307,"MARV vs Mock 3 dpi DOWN"
"GO:0006067","ethanol metabolic process","4/607","12/12737",0.00186026994989454,0.116028414051478,0.116028414051478,"MARV vs Mock 3 dpi DOWN"
"GO:0006068","ethanol catabolic process","4/607","12/12737",0.00186026994989454,0.116028414051478,0.116028414051478,"MARV vs Mock 3 dpi DOWN"
"GO:0060456","positive regulation of digestive system process","4/607","12/12737",0.00186026994989454,0.116028414051478,0.116028414051478,"MARV vs Mock 3 dpi DOWN"
"GO:0045670","regulation of osteoclast differentiation","7/607","38/12737",0.00187214498277452,0.116028414051478,0.116028414051478,"MARV vs Mock 3 dpi DOWN"
"GO:0060420","regulation of heart growth","7/607","38/12737",0.00187214498277452,0.116028414051478,0.116028414051478,"MARV vs Mock 3 dpi DOWN"
"GO:0060986","endocrine hormone secretion","7/607","38/12737",0.00187214498277452,0.116028414051478,0.116028414051478,"MARV vs Mock 3 dpi DOWN"
"GO:0098815","modulation of excitatory postsynaptic potential","7/607","38/12737",0.00187214498277452,0.116028414051478,0.116028414051478,"MARV vs Mock 3 dpi DOWN"
"GO:0032368","regulation of lipid transport","12/607","96/12737",0.00197274035123865,0.119311442997272,0.119311442997272,"MARV vs Mock 3 dpi DOWN"
"GO:0050906","detection of stimulus involved in sensory perception","8/607","49/12737",0.00202945348676289,0.119311442997272,0.119311442997272,"MARV vs Mock 3 dpi DOWN"
"GO:0060421","positive regulation of heart growth","5/607","20/12737",0.00206297358514301,0.119311442997272,0.119311442997272,"MARV vs Mock 3 dpi DOWN"
"GO:0010232","vascular transport","10/607","72/12737",0.00208554385569569,0.119311442997272,0.119311442997272,"MARV vs Mock 3 dpi DOWN"
"GO:0150104","transport across blood-brain barrier","10/607","72/12737",0.00208554385569569,0.119311442997272,0.119311442997272,"MARV vs Mock 3 dpi DOWN"
"GO:1901890","positive regulation of cell junction assembly","10/607","72/12737",0.00208554385569569,0.119311442997272,0.119311442997272,"MARV vs Mock 3 dpi DOWN"
"GO:1905954","positive regulation of lipid localization","10/607","72/12737",0.00208554385569569,0.119311442997272,0.119311442997272,"MARV vs Mock 3 dpi DOWN"
"GO:0010742","macrophage derived foam cell differentiation","6/607","29/12737",0.00212126016345479,0.120035656640714,0.120035656640714,"MARV vs Mock 3 dpi DOWN"
"GO:0007018","microtubule-based movement","29/607","345/12737",0.0021747026088502,0.121736578297571,0.121736578297571,"MARV vs Mock 3 dpi DOWN"
"GO:0010876","lipid localization","29/607","346/12737",0.00226986125051984,0.124402970731155,0.124402970731155,"MARV vs Mock 3 dpi DOWN"
"GO:1903707","negative regulation of hemopoiesis","11/607","85/12737",0.00227012720312327,0.124402970731155,0.124402970731155,"MARV vs Mock 3 dpi DOWN"
"GO:0035725","sodium ion transmembrane transport","14/607","124/12737",0.00231177828546547,0.125365809938888,0.125365809938888,"MARV vs Mock 3 dpi DOWN"
"GO:0007423","sensory organ development","24/607","270/12737",0.00247720597946453,0.132416693433997,0.132416693433997,"MARV vs Mock 3 dpi DOWN"
"GO:0050679","positive regulation of epithelial cell proliferation","14/607","125/12737",0.00249266921946442,0.132416693433997,0.132416693433997,"MARV vs Mock 3 dpi DOWN"
"GO:0015801","aromatic amino acid transport","4/607","13/12737",0.00258657958223126,0.133242397216985,0.133242397216985,"MARV vs Mock 3 dpi DOWN"
"GO:0032228","regulation of synaptic transmission, GABAergic","5/607","21/12737",0.00260284882524723,0.133242397216985,0.133242397216985,"MARV vs Mock 3 dpi DOWN"
"GO:0046622","positive regulation of organ growth","5/607","21/12737",0.00260284882524723,0.133242397216985,0.133242397216985,"MARV vs Mock 3 dpi DOWN"
"GO:0044458","motile cilium assembly","8/607","51/12737",0.00263618265719352,0.133242397216985,0.133242397216985,"MARV vs Mock 3 dpi DOWN"
"GO:0060419","heart growth","8/607","51/12737",0.00263618265719352,0.133242397216985,0.133242397216985,"MARV vs Mock 3 dpi DOWN"
"GO:0010721","negative regulation of cell development","17/607","168/12737",0.00273571466613681,0.136385849368562,0.136385849368562,"MARV vs Mock 3 dpi DOWN"
"GO:0070372","regulation of ERK1 and ERK2 cascade","19/607","197/12737",0.00275077106870899,0.136385849368562,0.136385849368562,"MARV vs Mock 3 dpi DOWN"
"GO:0050678","regulation of epithelial cell proliferation","20/607","212/12737",0.00279199640911078,0.137123899111611,0.137123899111611,"MARV vs Mock 3 dpi DOWN"
"GO:0050829","defense response to Gram-negative bacterium","7/607","41/12737",0.0029477502662029,0.14342044753133,0.14342044753133,"MARV vs Mock 3 dpi DOWN"
"GO:0090077","foam cell differentiation","6/607","31/12737",0.00303262290415265,0.14618365591684,0.14618365591684,"MARV vs Mock 3 dpi DOWN"
"GO:0046883","regulation of hormone secretion","18/607","185/12737",0.00319654595983457,0.152671727219255,0.152671727219255,"MARV vs Mock 3 dpi DOWN"
"GO:2000242","negative regulation of reproductive process","5/607","22/12737",0.00323818097664091,0.153254274221751,0.153254274221751,"MARV vs Mock 3 dpi DOWN"
"GO:0007610","behavior","24/607","276/12737",0.00329218689206063,0.154406531171781,0.154406531171781,"MARV vs Mock 3 dpi DOWN"
"GO:0007214","gamma-aminobutyric acid signaling pathway","4/607","14/12737",0.00348603563139971,0.159682663423353,0.159682663423353,"MARV vs Mock 3 dpi DOWN"
"GO:0034310","primary alcohol catabolic process","4/607","14/12737",0.00348603563139971,0.159682663423353,0.159682663423353,"MARV vs Mock 3 dpi DOWN"
"GO:0048639","positive regulation of developmental growth","11/607","90/12737",0.00357478437274229,0.159682663423353,0.159682663423353,"MARV vs Mock 3 dpi DOWN"
"GO:0050801","monoatomic ion homeostasis","29/607","357/12737",0.00357524292166653,0.159682663423353,0.159682663423353,"MARV vs Mock 3 dpi DOWN"
"GO:0015849","organic acid transport","22/607","247/12737",0.00358871909729779,0.159682663423353,0.159682663423353,"MARV vs Mock 3 dpi DOWN"
"GO:0046942","carboxylic acid transport","22/607","247/12737",0.00358871909729779,0.159682663423353,0.159682663423353,"MARV vs Mock 3 dpi DOWN"
"GO:0071248","cellular response to metal ion","13/607","117/12737",0.00375407261733414,0.165624593608827,0.165624593608827,"MARV vs Mock 3 dpi DOWN"
"GO:0023061","signal release","27/607","327/12737",0.00388692232247172,0.170044685804939,0.170044685804939,"MARV vs Mock 3 dpi DOWN"
"GO:0042461","photoreceptor cell development","5/607","23/12737",0.00397793334128589,0.172576008122786,0.172576008122786,"MARV vs Mock 3 dpi DOWN"
"GO:0008217","regulation of blood pressure","12/607","105/12737",0.00418528338686379,0.180070952991842,0.180070952991842,"MARV vs Mock 3 dpi DOWN"
"GO:0050673","epithelial cell proliferation","21/607","236/12737",0.00442840657711595,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0009914","hormone transport","20/607","221/12737",0.00448191074755147,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0055080","monoatomic cation homeostasis","28/607","347/12737",0.00455902592692693,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0043410","positive regulation of MAPK cascade","25/607","299/12737",0.00456076160758181,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0050907","detection of chemical stimulus involved in sensory perception","4/607","15/12737",0.00457654246171347,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","11/607","93/12737",0.00460859786092797,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0006633","fatty acid biosynthetic process","14/607","134/12737",0.00470641024919868,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0051899","membrane depolarization","9/607","68/12737",0.00476975256415535,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0099565","chemical synaptic transmission, postsynaptic","9/607","68/12737",0.00476975256415535,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0002360","T cell lineage commitment","5/607","24/12737",0.00483102216476824,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0006814","sodium ion transport","16/607","163/12737",0.00484491494322645,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0007286","spermatid development","12/607","107/12737",0.00487857579131254,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0015698","inorganic anion transport","12/607","107/12737",0.00487857579131254,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0055021","regulation of cardiac muscle tissue growth","6/607","34/12737",0.00490842754666591,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0006869","lipid transport","27/607","333/12737",0.00496142861435576,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0031640","killing of cells of another organism","7/607","45/12737",0.00504944901841771,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0043113","receptor clustering","7/607","45/12737",0.00504944901841771,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0045058","T cell selection","7/607","45/12737",0.00504944901841771,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0055017","cardiac muscle tissue growth","7/607","45/12737",0.00504944901841771,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0141061","disruption of cell in another organism","7/607","45/12737",0.00504944901841771,0.186435685034628,0.186435685034628,"MARV vs Mock 3 dpi DOWN"
"GO:0001935","endothelial cell proliferation","12/607","108/12737",0.00525802273396218,0.192769481359205,0.192769481359205,"MARV vs Mock 3 dpi DOWN"
"GO:0042742","defense response to bacterium","14/607","136/12737",0.00536798338223571,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0060294","cilium movement involved in cell motility","13/607","122/12737",0.00536876666810207,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0034308","primary alcohol metabolic process","10/607","82/12737",0.00544433794500584,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0030317","flagellated sperm motility","12/607","109/12737",0.00566059525102716,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0097722","sperm motility","12/607","109/12737",0.00566059525102716,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0120316","sperm flagellum assembly","6/607","35/12737",0.00569038574498153,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0044331","cell-cell adhesion mediated by cadherin","7/607","46/12737",0.00571685910734458,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0007611","learning or memory","14/607","137/12737",0.00572576266952059,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","13/607","123/12737",0.00575012799097055,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0043368","positive T cell selection","5/607","25/12737",0.00580625306930957,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0060306","regulation of membrane repolarization","5/607","25/12737",0.00580625306930957,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0070371","ERK1 and ERK2 cascade","19/607","211/12737",0.00582164085662269,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0001936","regulation of endothelial cell proliferation","11/607","96/12737",0.00586665379412275,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0031643","positive regulation of myelination","4/607","16/12737",0.00587506591287804,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0034375","high-density lipoprotein particle remodeling","4/607","16/12737",0.00587506591287804,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0034638","phosphatidylcholine catabolic process","4/607","16/12737",0.00587506591287804,0.193579703433184,0.193579703433184,"MARV vs Mock 3 dpi DOWN"
"GO:0021953","central nervous system neuron differentiation","10/607","83/12737",0.00593381866884458,0.194285911886823,0.194285911886823,"MARV vs Mock 3 dpi DOWN"
"GO:0048738","cardiac muscle tissue development","14/607","138/12737",0.00610244742286982,0.197725730897529,0.197725730897529,"MARV vs Mock 3 dpi DOWN"
"GO:0001539","cilium or flagellum-dependent cell motility","13/607","124/12737",0.00615281759611979,0.197725730897529,0.197725730897529,"MARV vs Mock 3 dpi DOWN"
"GO:0060285","cilium-dependent cell motility","13/607","124/12737",0.00615281759611979,0.197725730897529,0.197725730897529,"MARV vs Mock 3 dpi DOWN"
"GO:0060041","retina development in camera-type eye","9/607","71/12737",0.00635616494486657,0.203007329466107,0.203007329466107,"MARV vs Mock 3 dpi DOWN"
"GO:0046620","regulation of organ growth","7/607","47/12737",0.00644809413161351,0.204687671031585,0.204687671031585,"MARV vs Mock 3 dpi DOWN"
"GO:0034381","plasma lipoprotein particle clearance","6/607","36/12737",0.00655950521573051,0.206962328200564,0.206962328200564,"MARV vs Mock 3 dpi DOWN"
"GO:0050806","positive regulation of synaptic transmission","11/607","98/12737",0.0068454058031761,0.214681822959848,0.214681822959848,"MARV vs Mock 3 dpi DOWN"
"GO:0050851","antigen receptor-mediated signaling pathway","13/607","126/12737",0.00702547660016195,0.219009767547563,0.219009767547563,"MARV vs Mock 3 dpi DOWN"
"GO:0007281","germ cell development","16/607","170/12737",0.00722836216424566,0.222486567061023,0.222486567061023,"MARV vs Mock 3 dpi DOWN"
"GO:0060079","excitatory postsynaptic potential","8/607","60/12737",0.00728832698231431,0.222486567061023,0.222486567061023,"MARV vs Mock 3 dpi DOWN"
"GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis","4/607","17/12737",0.00739749167100903,0.222486567061023,0.222486567061023,"MARV vs Mock 3 dpi DOWN"
"GO:0009190","cyclic nucleotide biosynthetic process","4/607","17/12737",0.00739749167100903,0.222486567061023,0.222486567061023,"MARV vs Mock 3 dpi DOWN"
"GO:0046058","cAMP metabolic process","4/607","17/12737",0.00739749167100903,0.222486567061023,0.222486567061023,"MARV vs Mock 3 dpi DOWN"
"GO:0055023","positive regulation of cardiac muscle tissue growth","4/607","17/12737",0.00739749167100903,0.222486567061023,0.222486567061023,"MARV vs Mock 3 dpi DOWN"
"GO:0014015","positive regulation of gliogenesis","6/607","37/12737",0.00752104606838946,0.222486567061023,0.222486567061023,"MARV vs Mock 3 dpi DOWN"
"GO:0141161","regulation of cAMP/PKA signal transduction","6/607","37/12737",0.00752104606838946,0.222486567061023,0.222486567061023,"MARV vs Mock 3 dpi DOWN"
"GO:0048515","spermatid differentiation","12/607","113/12737",0.00752163576694967,0.222486567061023,0.222486567061023,"MARV vs Mock 3 dpi DOWN"
"GO:0003014","renal system process","10/607","86/12737",0.00761005642712975,0.223287552488563,0.223287552488563,"MARV vs Mock 3 dpi DOWN"
"GO:0048762","mesenchymal cell differentiation","17/607","186/12737",0.00763449564789938,0.223287552488563,0.223287552488563,"MARV vs Mock 3 dpi DOWN"
"GO:0141060","disruption of anatomical structure in another organism","7/607","49/12737",0.00811624788112232,0.234628302279177,0.234628302279177,"MARV vs Mock 3 dpi DOWN"
"GO:0006956","complement activation","5/607","27/12737",0.00815745730167713,0.234628302279177,0.234628302279177,"MARV vs Mock 3 dpi DOWN"
"GO:0071354","cellular response to interleukin-6","5/607","27/12737",0.00815745730167713,0.234628302279177,0.234628302279177,"MARV vs Mock 3 dpi DOWN"
"GO:0002521","leukocyte differentiation","29/607","380/12737",0.0084258719473703,0.240153760237803,0.240153760237803,"MARV vs Mock 3 dpi DOWN"
"GO:0007159","leukocyte cell-cell adhesion","22/607","266/12737",0.0084911890655099,0.240153760237803,0.240153760237803,"MARV vs Mock 3 dpi DOWN"
